Sample;Time;Device;X;Y;Z;qX;qY;qZ;qW;x;y;z
0;9,7505; Device
1;13,5322; 11/02/2022 9:24:57
2;13,5322;H;0;1,5;0;1;0;0;0;0;0;0
2;13,5322;L;0;1;0;1;0;0;0;0;0;0
2;13,5322;R;0;1;0;1;0;0;0;0;0;0
3;31,1138;H;0;1,5;0;1;0;0;0;0;0;0
3;31,1138;L;0;1;0;1;0;0;0;0;0;0
3;31,1138;R;0;1;0;1;0;0;0;0;0;0
4;51,7559;H;0;1,5;0;1;0;0;0;0;0;0
4;51,7559;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
4;51,7559;R;0;1;0;1;0;0;0;0;0;0
5;71,3607;H;0;1,5;0;1;0;0;0;0;0;0
5;71,3607;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
5;71,3607;R;0;1;0;1;0;0;0;0;0;0
6;91,388;H;0;1,5;0;1;0;0;0;0;0;0
6;91,388;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
6;91,388;R;0;1;0;1;0;0;0;0;0;0
7;111,9154;H;0;1,5;0;1;0;0;0;0;0;0
7;111,9154;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
7;111,9154;R;0;1;0;1;0;0;0;0;0;0
8;131,1801;H;0;1,5;0;1;0;0;0;0;0;0
8;131,1801;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
8;131,1801;R;0;1;0;1;0;0;0;0;0;0
9;149,4052;H;0;1,5;0;1;0;0;0;0;0;0
9;149,4052;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
9;149,4052;R;0;1;0;1;0;0;0;0;0;0
10;170,903;H;0;1,5;0;1;0;0;0;0;0;0
10;170,903;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
10;170,903;R;0;1;0;1;0;0;0;0;0;0
11;191,4345;H;0;1,5;0;1;0;0;0;0;0;0
11;191,4345;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
11;191,4345;R;0;1;0;1;0;0;0;0;0;0
12;211,8897;H;0;1,5;0;1;0;0;0;0;0;0
12;211,8897;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
12;211,8897;R;0;1;0;1;0;0;0;0;0;0
13;230,7564;H;0;1,5;0;1;0;0;0;0;0;0
13;230,7564;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
13;230,7564;R;0;1;0;1;0;0;0;0;0;0
14;250,6521;H;0;1,5;0;1;0;0;0;0;0;0
14;250,6521;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
14;250,6521;R;0;1;0;1;0;0;0;0;0;0
15;271,335;H;0;1,5;0;1;0;0;0;0;0;0
15;271,335;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
15;271,335;R;0;1;0;1;0;0;0;0;0;0
16;291,023;H;0;1,5;0;1;0;0;0;0;0;0
16;291,023;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
16;291,023;R;0;1;0;1;0;0;0;0;0;0
17;311,1194;H;0;1,5;0;1;0;0;0;0;0;0
17;311,1194;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
17;311,1194;R;0;1;0;1;0;0;0;0;0;0
18;331,73;H;0;1,5;0;1;0;0;0;0;0;0
18;331,73;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
18;331,73;R;0;1;0;1;0;0;0;0;0;0
19;349,1448;H;0;1,5;0;1;0;0;0;0;0;0
19;349,1448;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
19;349,1448;R;0;1;0;1;0;0;0;0;0;0
20;371,1194;H;0;1,5;0;1;0;0;0;0;0;0
20;371,1194;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
20;371,1194;R;0;1;0;1;0;0;0;0;0;0
21;390,8828;H;0;1,5;0;1;0;0;0;0;0;0
21;390,8828;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
21;390,8828;R;0;1;0;1;0;0;0;0;0;0
22;411,9826;H;0;1,5;0;1;0;0;0;0;0;0
22;411,9826;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
22;411,9826;R;0;1;0;1;0;0;0;0;0;0
23;431,6509;H;0;1,5;0;1;0;0;0;0;0;0
23;431,6509;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
23;431,6509;R;0;1;0;1;0;0;0;0;0;0
24;451,8223;H;0;1,5;0;1;0;0;0;0;0;0
24;451,8223;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
24;451,8223;R;0;1;0;1;0;0;0;0;0;0
25;471,0757;H;0;1,5;0;1;0;0;0;0;0;0
25;471,0757;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
25;471,0757;R;0;1;0;1;0;0;0;0;0;0
26;491,9376;H;0;1,5;0;1;0;0;0;0;0;0
26;491,9376;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
26;491,9376;R;0;1;0;1;0;0;0;0;0;0
27;510,705;H;0;1,5;0;1;0;0;0;0;0;0
27;510,705;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
27;510,705;R;0;1;0;1;0;0;0;0;0;0
28;530,8851;H;0;1,5;0;1;0;0;0;0;0;0
28;530,8851;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
28;530,8851;R;0;1;0;1;0;0;0;0;0;0
29;550,604;H;0;1,5;0;1;0;0;0;0;0;0
29;550,604;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
29;550,604;R;0;1;0;1;0;0;0;0;0;0
30;570,5975;H;0;1,5;0;1;0;0;0;0;0;0
30;570,5975;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
30;570,5975;R;34,934;0,734;24,346;0,7219044;0,5459277;-0,4239438;0,03299563;54,70538;274,4142;314,0535
31;591,7038;H;35;1,661;24,55;0,03597982;-0,6386418;0,01199327;0,7685689;356,3081;280,6243;177,7035
31;591,7038;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
31;591,7038;R;34,934;0,734;24,346;0,7219044;0,5459277;-0,4239438;0,03299563;54,70538;274,4142;314,0535
32;610,7218;H;35;1,661;24,55;0,03597982;-0,6386418;0,01199327;0,7685689;356,3081;280,6243;177,7035
32;610,7218;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
32;610,7218;R;34,934;0,734;24,346;0,7219044;0,5459277;-0,4239438;0,03299563;54,70538;274,4142;314,0535
33;631,3424;H;35;1,661;24,55;0,03597982;-0,6386418;0,01199327;0,7685689;356,3081;280,6243;177,7035
33;631,3424;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
33;631,3424;R;34,934;0,734;24,346;0,7219044;0,5459277;-0,4239438;0,03299563;54,70538;274,4142;314,0535
34;651,818;H;35;1,661;24,55;0,03597982;-0,6386418;0,01199327;0,7685689;356,3081;280,6243;177,7035
34;651,818;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
34;651,818;R;34,934;0,734;24,346;0,7219044;0,5459277;-0,4239438;0,03299563;54,70538;274,4142;314,0535
35;670,655;H;35;1,661;24,55;0,03597982;-0,6386418;0,01199327;0,7685689;356,3081;280,6243;177,7035
35;670,655;L;35,006;0,734;24,755;0,5871683;0,157045;-0,6471854;0,4601319;51,26103;280,4011;32,59204
35;670,655;R;34,934;0,734;24,346;0,7219044;0,5459277;-0,4239438;0,03299563;54,70538;274,4142;314,0535
36;689,8205;H;35;1,661;24,55;0,03597982;-0,6386418;0,01199327;0,7685689;356,3081;280,6243;177,7035
36;689,8205;L;35,006;0,734;24,754;0,5858624;0,1569631;-0,6478478;0,4608917;51,36075;280,2687;32,62672
36;689,8205;R;34,934;0,734;24,346;0,7219044;0,5459277;-0,4239438;0,03299563;54,70538;274,4142;314,0535
37;709,3828;H;35;1,661;24,55;0,03597982;-0,6386418;0,01199327;0,7685689;356,3081;280,6243;177,7035
37;709,3828;L;35,006;0,734;24,754;0,5858624;0,1569631;-0,6478478;0,4608917;51,36075;280,2687;32,62672
37;709,3828;R;34,932;0,736;24,343;0,7218802;0,5459094;-0,4239297;0,03399436;54,78409;274,4291;314,1484
38;731,664;H;35,001;1,661;24,55;0,03498162;-0,6386645;0,0119937;0,7685962;356,3811;280,6201;177,7918
38;731,664;L;35,006;0,734;24,754;0,5858624;0,1569631;-0,6478478;0,4608917;51,36075;280,2687;32,62672
38;731,664;R;34,932;0,736;24,343;0,7218802;0,5459094;-0,4239297;0,03399436;54,78409;274,4291;314,1484
39;750,7689;H;35,001;1,661;24,55;0,03498162;-0,6386645;0,0119937;0,7685962;356,3811;280,6201;177,7918
39;750,7689;L;35,006;0,734;24,754;0,5858624;0,1569631;-0,6478478;0,4608917;51,36075;280,2687;32,62672
39;750,7689;R;34,932;0,736;24,343;0,7218802;0,5459094;-0,4239297;0,03399436;54,78409;274,4291;314,1484
40;770,7091;H;35,001;1,661;24,55;0,03498162;-0,6386645;0,0119937;0,7685962;356,3811;280,6201;177,7918
40;770,7091;L;35,006;0,734;24,754;0,5858624;0,1569631;-0,6478478;0,4608917;51,36075;280,2687;32,62672
40;770,7091;R;34,932;0,736;24,343;0,7218802;0,5459094;-0,4239297;0,03399436;54,78409;274,4291;314,1484
