Sample;Time;Device;X;Y;Z;qX;qY;qZ;qW;x;y;z
0;0; Device
1;11,7901; 20/04/2021 12:21:34 p, m,
2;13,2679;H;0;1,5;0;1;0;0;0;0;0;0
2;13,2679;L;0;1;0;1;0;0;0;0;0;0
2;13,2679;R;0;1;0;1;0;0;0;0;0;0
3;30,2233;H;0;1,5;0;1;0;0;0;0;0;0
3;30,2233;L;0;1;0;1;0;0;0;0;0;0
3;30,2233;R;0;1;0;1;0;0;0;0;0;0
4;49,9564;H;0;1,5;0;1;0;0;0;0;0;0
4;49,9564;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
4;49,9564;R;0;1;0;1;0;0;0;0;0;0
5;69,356;H;0;1,5;0;1;0;0;0;0;0;0
5;69,356;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
5;69,356;R;0;1;0;1;0;0;0;0;0;0
6;89,2777;H;0;1,5;0;1;0;0;0;0;0;0
6;89,2777;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
6;89,2777;R;0;1;0;1;0;0;0;0;0;0
7;110,0693;H;0;1,5;0;1;0;0;0;0;0;0
7;110,0693;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
7;110,0693;R;0;1;0;1;0;0;0;0;0;0
8;130,3995;H;0;1,5;0;1;0;0;0;0;0;0
8;130,3995;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
8;130,3995;R;0;1;0;1;0;0;0;0;0;0
9;148,3215;H;0;1,5;0;1;0;0;0;0;0;0
9;148,3215;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
9;148,3215;R;0;1;0;1;0;0;0;0;0;0
10;169,0664;H;0;1,5;0;1;0;0;0;0;0;0
10;169,0664;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
10;169,0664;R;0;1;0;1;0;0;0;0;0;0
11;189,3633;H;0;1,5;0;1;0;0;0;0;0;0
11;189,3633;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
11;189,3633;R;0;1;0;1;0;0;0;0;0;0
12;209,4557;H;0;1,5;0;1;0;0;0;0;0;0
12;209,4557;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
12;209,4557;R;0;1;0;1;0;0;0;0;0;0
13;230,5065;H;0;1,5;0;1;0;0;0;0;0;0
13;230,5065;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
13;230,5065;R;0;1;0;1;0;0;0;0;0;0
14;248,6335;H;0;1,5;0;1;0;0;0;0;0;0
14;248,6335;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
14;248,6335;R;0;1;0;1;0;0;0;0;0;0
15;267,8259;H;0;1,5;0;1;0;0;0;0;0;0
15;267,8259;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
15;267,8259;R;0;1;0;1;0;0;0;0;0;0
16;289,4624;H;0;1,5;0;1;0;0;0;0;0;0
16;289,4624;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
16;289,4624;R;0;1;0;1;0;0;0;0;0;0
17;308,137;H;0;1,5;0;1;0;0;0;0;0;0
17;308,137;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
17;308,137;R;0;1;0;1;0;0;0;0;0;0
18;329,0797;H;0;1,5;0;1;0;0;0;0;0;0
18;329,0797;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
18;329,0797;R;0;1;0;1;0;0;0;0;0;0
19;349,0632;H;0;1,5;0;1;0;0;0;0;0;0
19;349,0632;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
19;349,0632;R;0;1;0;1;0;0;0;0;0;0
20;370,3086;H;0;1,5;0;1;0;0;0;0;0;0
20;370,3086;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
20;370,3086;R;0;1;0;1;0;0;0;0;0;0
21;390,8798;H;0;1,5;0;1;0;0;0;0;0;0
21;390,8798;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
21;390,8798;R;0;1;0;1;0;0;0;0;0;0
22;409,0361;H;0;1,5;0;1;0;0;0;0;0;0
22;409,0361;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
22;409,0361;R;0;1;0;1;0;0;0;0;0;0
23;430,2754;H;0;1,5;0;1;0;0;0;0;0;0
23;430,2754;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
23;430,2754;R;0;1;0;1;0;0;0;0;0;0
24;450,2063;H;0;1,5;0;1;0;0;0;0;0;0
24;450,2063;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
24;450,2063;R;0;1;0;1;0;0;0;0;0;0
25;469,4557;H;0;1,5;0;1;0;0;0;0;0;0
25;469,4557;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
25;469,4557;R;0;1;0;1;0;0;0;0;0;0
26;490,9688;H;0;1,5;0;1;0;0;0;0;0;0
26;490,9688;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
26;490,9688;R;0;1;0;1;0;0;0;0;0;0
27;509,8119;H;0;1,5;0;1;0;0;0;0;0;0
27;509,8119;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
27;509,8119;R;0;1;0;1;0;0;0;0;0;0
28;528,1112;H;0;1,5;0;1;0;0;0;0;0;0
28;528,1112;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
28;528,1112;R;0;1;0;1;0;0;0;0;0;0
29;550,4622;H;0;1,5;0;1;0;0;0;0;0;0
29;550,4622;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
29;550,4622;R;0;1;0;1;0;0;0;0;0;0
30;570,1574;H;0;1,5;0;1;0;0;0;0;0;0
30;570,1574;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
30;570,1574;R;0;1;0;1;0;0;0;0;0;0
31;589,2212;H;0;1,5;0;1;0;0;0;0;0;0
31;589,2212;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
31;589,2212;R;0;1;0;1;0;0;0;0;0;0
32;609,4906;H;0;1,5;0;1;0;0;0;0;0;0
32;609,4906;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
32;609,4906;R;0;1;0;1;0;0;0;0;0;0
33;629,0625;H;0;1,5;0;1;0;0;0;0;0;0
33;629,0625;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
33;629,0625;R;0;1;0;1;0;0;0;0;0;0
34;648,8938;H;0;1,5;0;1;0;0;0;0;0;0
34;648,8938;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
34;648,8938;R;0;1;0;1;0;0;0;0;0;0
35;669,2467;H;0;1,5;0;1;0;0;0;0;0;0
35;669,2467;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
35;669,2467;R;0;1;0;1;0;0;0;0;0;0
36;688,2472;H;0;1,5;0;1;0;0;0;0;0;0
36;688,2472;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
36;688,2472;R;0;1;0;1;0;0;0;0;0;0
37;709,4533;H;0;1,5;0;1;0;0;0;0;0;0
37;709,4533;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
37;709,4533;R;0;1;0;1;0;0;0;0;0;0
38;728,3018;H;0;1,5;0;1;0;0;0;0;0;0
38;728,3018;L;35,196;0,717;24,878;0,9551843;0,01700328;0,1200232;-0,2700521;5,58415;12,77685;329,0521
38;728,3018;R;0;1;0;1;0;0;0;0;0;0
39;750,2029;H;0;1,5;0;1;0;0;0;0;0;0
