Sample;Time;Device;X;Y;Z;qX;qY;qZ;qW;x;y;z
0;11,6879; Device
1;17,1127; 29/11/2021 17:51:46
2;18,113;H;0;1,5;0;1;0;0;0;0;0;0
2;18,113;L;0;1;0;1;0;0;0;0;0;0
2;18,113;R;0;1;0;1;0;0;0;0;0;0
3;36,3499;H;0;1,5;0;1;0;0;0;0;0;0
3;36,3499;L;0;1;0;1;0;0;0;0;0;0
3;36,3499;R;0;1;0;1;0;0;0;0;0;0
4;56,5502;H;0;1,5;0;1;0;0;0;0;0;0
4;56,5502;L;35,109;0,929;25,186;0,9930984;-0,05500545;-0,1020101;-0,01800178;353,5161;348,3506;358,5852
4;56,5502;R;0;1;0;1;0;0;0;0;0;0
5;75,9437;H;0;1,5;0;1;0;0;0;0;0;0
5;75,9437;L;35,109;0,929;25,186;0,9930984;-0,05500545;-0,1020101;-0,01800178;353,5161;348,3506;358,5852
5;75,9437;R;0;1;0;1;0;0;0;0;0;0
6;97,2359;H;0;1,5;0;1;0;0;0;0;0;0
6;97,2359;L;35,109;0,929;25,186;0,9930984;-0,05500545;-0,1020101;-0,01800178;353,5161;348,3506;358,5852
6;97,2359;R;0;1;0;1;0;0;0;0;0;0
7;116,9627;H;0;1,5;0;1;0;0;0;0;0;0
7;116,9627;L;35,109;0,929;25,186;0,9930984;-0,05500545;-0,1020101;-0,01800178;353,5161;348,3506;358,5852
7;116,9627;R;0;1;0;1;0;0;0;0;0;0
8;136,2451;H;0;1,5;0;1;0;0;0;0;0;0
8;136,2451;L;35,109;0,929;25,186;0,9930984;-0,05500545;-0,1020101;-0,01800178;353,5161;348,3506;358,5852
8;136,2451;R;0;1;0;1;0;0;0;0;0;0
9;156;H;0;1,5;0;1;0;0;0;0;0;0
9;156;L;35,109;0,929;25,186;0,9930984;-0,05500545;-0,1020101;-0,01800178;353,5161;348,3506;358,5852
9;156;R;0;1;0;1;0;0;0;0;0;0
10;176,8966;H;0;1,5;0;1;0;0;0;0;0;0
10;176,8966;L;35,109;0,929;25,186;0,9930984;-0,05500545;-0,1020101;-0,01800178;353,5161;348,3506;358,5852
10;176,8966;R;0;1;0;1;0;0;0;0;0;0
11;195,8058;H;0;1,5;0;1;0;0;0;0;0;0
11;195,8058;L;35,109;0,929;25,186;0,9930984;-0,05500545;-0,1020101;-0,01800178;353,5161;348,3506;358,5852
11;195,8058;R;0;1;0;1;0;0;0;0;0;0
12;216,3045;H;0;1,5;0;1;0;0;0;0;0;0
12;216,3045;L;35,109;0,929;25,186;0,9930984;-0,05500545;-0,1020101;-0,01800178;353,5161;348,3506;358,5852
12;216,3045;R;0;1;0;1;0;0;0;0;0;0
13;237,4407;H;0;1,5;0;1;0;0;0;0;0;0
13;237,4407;L;35,109;0,929;25,186;0,9930984;-0,05500545;-0,1020101;-0,01800178;353,5161;348,3506;358,5852
13;237,4407;R;0;1;0;1;0;0;0;0;0;0
14;258,0517;H;0;1,5;0;1;0;0;0;0;0;0
14;258,0517;L;35,109;0,929;25,186;0,9930984;-0,05500545;-0,1020101;-0,01800178;353,5161;348,3506;358,5852
14;258,0517;R;0;1;0;1;0;0;0;0;0;0
15;276,9563;H;0;1,5;0;1;0;0;0;0;0;0
15;276,9563;L;35,109;0,929;25,186;0,9930984;-0,05500545;-0,1020101;-0,01800178;353,5161;348,3506;358,5852
15;276,9563;R;0;1;0;1;0;0;0;0;0;0
16;296,23;H;0;1,5;0;1;0;0;0;0;0;0
16;296,23;L;35,109;0,929;25,186;0,9930984;-0,05500545;-0,1020101;-0,01800178;353,5161;348,3506;358,5852
16;296,23;R;0;1;0;1;0;0;0;0;0;0
17;315,6667;H;0;1,5;0;1;0;0;0;0;0;0
17;316,6547;L;35,109;0,929;25,186;0,9930984;-0,05500545;-0,1020101;-0,01800178;353,5161;348,3506;358,5852
17;316,6547;R;0;1;0;1;0;0;0;0;0;0
18;336,0215;H;0;1,5;0;1;0;0;0;0;0;0
18;336,0215;L;35,109;0,929;25,186;0,9930984;-0,05500545;-0,1020101;-0,01800178;353,5161;348,3506;358,5852
