Sample;Time;Device;X;Y;Z;qX;qY;qZ;qW;x;y;z
0;0; Device
1;10,9875; 10/11/2021 11:57:49
2;12,4934;H;0;1,5;0;1;0;0;0;0;0;0
2;12,4934;L;0;1;0;1;0;0;0;0;0;0
2;12,4934;R;0;1;0;1;0;0;0;0;0;0
3;26,5914;H;0;1,5;0;1;0;0;0;0;0;0
3;26,5914;L;0;1;0;1;0;0;0;0;0;0
3;26,5914;R;0;1;0;1;0;0;0;0;0;0
4;46,6929;H;0;1,5;0;1;0;0;0;0;0;0
4;46,6929;L;35,745;0,707;24,983;0,06702863;0,2541085;0,7953397;-0,5462333;64,54821;203,4449;50,36849
4;46,6929;R;0;1;0;1;0;0;0;0;0;0
5;66,864;H;0;1,5;0;1;0;0;0;0;0;0
5;66,864;L;35,745;0,707;24,983;0,06702863;0,2541085;0,7953397;-0,5462333;64,54821;203,4449;50,36849
5;66,864;R;0;1;0;1;0;0;0;0;0;0
6;86,7505;H;0;1,5;0;1;0;0;0;0;0;0
6;86,7505;L;35,745;0,707;24,983;0,06702863;0,2541085;0,7953397;-0,5462333;64,54821;203,4449;50,36849
6;86,7505;R;0;1;0;1;0;0;0;0;0;0
7;106,7429;H;0;1,5;0;1;0;0;0;0;0;0
7;106,7429;L;35,745;0,707;24,983;0,06702863;0,2541085;0,7953397;-0,5462333;64,54821;203,4449;50,36849
7;106,7429;R;0;1;0;1;0;0;0;0;0;0
8;127,0109;H;0;1,5;0;1;0;0;0;0;0;0
8;127,0109;L;35,745;0,707;24,983;0,06702863;0,2541085;0,7953397;-0,5462333;64,54821;203,4449;50,36849
8;127,0109;R;0;1;0;1;0;0;0;0;0;0
9;146,9075;H;0;1,5;0;1;0;0;0;0;0;0
9;146,9075;L;35,745;0,707;24,983;0,06702863;0,2541085;0,7953397;-0,5462333;64,54821;203,4449;50,36849
9;146,9075;R;0;1;0;1;0;0;0;0;0;0
10;167,7792;H;0;1,5;0;1;0;0;0;0;0;0
10;167,7792;L;35,745;0,707;24,983;0,06702863;0,2541085;0,7953397;-0,5462333;64,54821;203,4449;50,36849
10;167,7792;R;0;1;0;1;0;0;0;0;0;0
11;186,9434;H;0;1,5;0;1;0;0;0;0;0;0
11;186,9434;L;35,745;0,707;24,983;0,06702863;0,2541085;0,7953397;-0,5462333;64,54821;203,4449;50,36849
11;186,9434;R;0;1;0;1;0;0;0;0;0;0
12;207,5884;H;0;1,5;0;1;0;0;0;0;0;0
12;207,5884;L;35,745;0,707;24,983;0,06702863;0,2541085;0,7953397;-0,5462333;64,54821;203,4449;50,36849
12;207,5884;R;0;1;0;1;0;0;0;0;0;0
13;226,6541;H;0;1,5;0;1;0;0;0;0;0;0
13;226,6541;L;35,745;0,707;24,983;0,06702863;0,2541085;0,7953397;-0,5462333;64,54821;203,4449;50,36849
13;226,6541;R;0;1;0;1;0;0;0;0;0;0
14;246,9205;H;0;1,5;0;1;0;0;0;0;0;0
14;246,9205;L;35,745;0,707;24,983;0,06702863;0,2541085;0,7953397;-0,5462333;64,54821;203,4449;50,36849
14;246,9205;R;0;1;0;1;0;0;0;0;0;0
15;266,7907;H;0;1,5;0;1;0;0;0;0;0;0
15;266,7907;L;35,745;0,707;24,983;0,06702863;0,2541085;0,7953397;-0,5462333;64,54821;203,4449;50,36849
15;266,7907;R;0;1;0;1;0;0;0;0;0;0
16;286,172;H;0;1,5;0;1;0;0;0;0;0;0
16;286,172;L;35,745;0,707;24,983;0,06702863;0,2541085;0,7953397;-0,5462333;64,54821;203,4449;50,36849
16;286,172;R;0;1;0;1;0;0;0;0;0;0
17;308,3676;H;0;1,5;0;1;0;0;0;0;0;0
17;308,3676;L;35,745;0,707;24,983;0,06702863;0,2541085;0,7953397;-0,5462333;64,54821;203,4449;50,36849
17;308,3676;R;0;1;0;1;0;0;0;0;0;0
18;326,796;H;0;1,5;0;1;0;0;0;0;0;0
18;326,796;L;35,745;0,707;24,983;0,06702863;0,2541085;0,7953397;-0,5462333;64,54821;203,4449;50,36849
18;326,796;R;0;1;0;1;0;0;0;0;0;0
19;346,9679;H;0;1,5;0;1;0;0;0;0;0;0
19;346,9679;L;35,745;0,707;24,983;0,06702863;0,2541085;0,7953397;-0,5462333;64,54821;203,4449;50,36849
19;346,9679;R;0;1;0;1;0;0;0;0;0;0
20;366,6416;H;0;1,5;0;1;0;0;0;0;0;0
20;366,6416;L;35,745;0,707;24,983;0,06702863;0,2541085;0,7953397;-0,5462333;64,54821;203,4449;50,36849
20;366,6416;R;0;1;0;1;0;0;0;0;0;0
