Sample;Time;Device;X;Y;Z;qX;qY;qZ;qW;x;y;z
0;0; Device
1;11,0177; 15/12/2021 9:54:56
2;11,0177;H;0;1,5;0;1;0;0;0;0;0;0
2;11,0177;L;0;1;0;1;0;0;0;0;0;0
2;11,0177;R;0;1;0;1;0;0;0;0;0;0
3;21,0413;H;0;1,5;0;1;0;0;0;0;0;0
3;21,0413;L;0;1;0;1;0;0;0;0;0;0
3;21,0413;R;0;1;0;1;0;0;0;0;0;0
4;39,5764;H;0;1,5;0;1;0;0;0;0;0;0
4;39,5764;L;35,078;0,717;24,932;0,9649291;0,1949857;0,1559885;-0,08099405;23,67593;17,11041;354,016
4;39,5764;R;0;1;0;1;0;0;0;0;0;0
5;59,4053;H;0;1,5;0;1;0;0;0;0;0;0
5;59,4053;L;35,078;0,717;24,932;0,9649291;0,1949857;0,1559885;-0,08099405;23,67593;17,11041;354,016
5;59,4053;R;0;1;0;1;0;0;0;0;0;0
6;81,4415;H;0;1,5;0;1;0;0;0;0;0;0
6;81,4415;L;35,078;0,717;24,932;0,9649291;0,1949857;0,1559885;-0,08099405;23,67593;17,11041;354,016
6;81,4415;R;0;1;0;1;0;0;0;0;0;0
7;100,4954;H;0;1,5;0;1;0;0;0;0;0;0
7;100,4954;L;35,078;0,717;24,932;0,9649291;0,1949857;0,1559885;-0,08099405;23,67593;17,11041;354,016
7;100,4954;R;0;1;0;1;0;0;0;0;0;0
8;120,5339;H;0;1,5;0;1;0;0;0;0;0;0
8;120,5339;L;35,078;0,717;24,932;0,9649291;0,1949857;0,1559885;-0,08099405;23,67593;17,11041;354,016
8;120,5339;R;0;1;0;1;0;0;0;0;0;0
9;140,5891;H;0;1,5;0;1;0;0;0;0;0;0
9;140,5891;L;35,078;0,717;24,932;0,9649291;0,1949857;0,1559885;-0,08099405;23,67593;17,11041;354,016
9;140,5891;R;0;1;0;1;0;0;0;0;0;0
10;161,193;H;0;1,5;0;1;0;0;0;0;0;0
10;161,193;L;35,078;0,717;24,932;0,9649291;0,1949857;0,1559885;-0,08099405;23,67593;17,11041;354,016
10;161,193;R;0;1;0;1;0;0;0;0;0;0
