Sample;Time;Device;X;Y;Z;qX;qY;qZ;qW;x;y;z
0;0; Device
1;11,2055; 05/05/2021 10:51:10 a, m,
2;11,2055;H;0;1,5;0;1;0;0;0;0;0;0
2;11,2055;L;0;1;0;1;0;0;0;0;0;0
2;11,2055;R;0;1;0;1;0;0;0;0;0;0
3;23,5148;H;0;1,5;0;1;0;0;0;0;0;0
3;23,5148;L;0;1;0;1;0;0;0;0;0;0
3;23,5148;R;0;1;0;1;0;0;0;0;0;0
4;43,8413;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
4;43,8413;L;0;1;0;1;0;0;0;0;0;0
4;43,8413;R;0;1;0;1;0;0;0;0;0;0
5;64,3515;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
5;64,3515;L;0;1;0;1;0;0;0;0;0;0
5;64,3515;R;0;1;0;1;0;0;0;0;0;0
6;84,4872;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
6;84,4872;L;0;1;0;1;0;0;0;0;0;0
6;84,4872;R;0;1;0;1;0;0;0;0;0;0
7;103,3541;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
7;103,3541;L;0;1;0;1;0;0;0;0;0;0
7;103,3541;R;0;1;0;1;0;0;0;0;0;0
8;123,2944;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
8;123,2944;L;0;1;0;1;0;0;0;0;0;0
8;123,2944;R;0;1;0;1;0;0;0;0;0;0
9;143,4155;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
9;143,4155;L;0;1;0;1;0;0;0;0;0;0
9;143,4155;R;0;1;0;1;0;0;0;0;0;0
10;163,4534;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
10;163,4534;L;0;1;0;1;0;0;0;0;0;0
10;163,4534;R;0;1;0;1;0;0;0;0;0;0
11;184,2835;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
11;184,2835;L;0;1;0;1;0;0;0;0;0;0
11;184,2835;R;0;1;0;1;0;0;0;0;0;0
12;203,933;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
12;203,933;L;0;1;0;1;0;0;0;0;0;0
12;203,933;R;0;1;0;1;0;0;0;0;0;0
13;223,3596;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
13;223,3596;L;0;1;0;1;0;0;0;0;0;0
13;223,3596;R;0;1;0;1;0;0;0;0;0;0
14;244,4694;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
14;244,4694;L;0;1;0;1;0;0;0;0;0;0
14;244,4694;R;0;1;0;1;0;0;0;0;0;0
15;263,5872;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
15;263,5872;L;0;1;0;1;0;0;0;0;0;0
15;263,5872;R;0;1;0;1;0;0;0;0;0;0
16;283,4009;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
16;283,4009;L;0;1;0;1;0;0;0;0;0;0
16;283,4009;R;0;1;0;1;0;0;0;0;0;0
17;304,44;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
17;304,44;L;0;1;0;1;0;0;0;0;0;0
17;304,44;R;0;1;0;1;0;0;0;0;0;0
18;324,0814;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
18;324,0814;L;0;1;0;1;0;0;0;0;0;0
18;324,0814;R;0;1;0;1;0;0;0;0;0;0
19;343,4078;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
19;343,4078;L;0;1;0;1;0;0;0;0;0;0
19;343,4078;R;0;1;0;1;0;0;0;0;0;0
20;363,5084;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
20;363,5084;L;0;1;0;1;0;0;0;0;0;0
20;363,5084;R;0;1;0;1;0;0;0;0;0;0
21;384,6751;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
21;384,6751;L;0;1;0;1;0;0;0;0;0;0
21;384,6751;R;0;1;0;1;0;0;0;0;0;0
22;404,4218;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
22;405,422;L;0;1;0;1;0;0;0;0;0;0
22;405,422;R;0;1;0;1;0;0;0;0;0;0
23;424,36;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
23;424,36;L;0;1;0;1;0;0;0;0;0;0
23;424,36;R;0;1;0;1;0;0;0;0;0;0
24;443,2807;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
24;443,2807;L;0;1;0;1;0;0;0;0;0;0
24;443,2807;R;0;1;0;1;0;0;0;0;0;0
25;463,4856;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
25;463,4856;L;0;1;0;1;0;0;0;0;0;0
25;463,4856;R;0;1;0;1;0;0;0;0;0;0
26;484,0355;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
26;484,0355;L;0;1;0;1;0;0;0;0;0;0
26;484,0355;R;0;1;0;1;0;0;0;0;0;0
27;504,5793;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
27;504,5793;L;0;1;0;1;0;0;0;0;0;0
27;504,5793;R;0;1;0;1;0;0;0;0;0;0
28;524,4057;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
28;524,4057;L;0;1;0;1;0;0;0;0;0;0
28;524,4057;R;0;1;0;1;0;0;0;0;0;0
29;544,5089;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
29;544,5089;L;0;1;0;1;0;0;0;0;0;0
29;544,5089;R;0;1;0;1;0;0;0;0;0;0
30;563,6001;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
30;563,6001;L;0;1;0;1;0;0;0;0;0;0
30;563,6001;R;0;1;0;1;0;0;0;0;0;0
31;583,5507;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
31;583,5507;L;0;1;0;1;0;0;0;0;0;0
31;583,5507;R;0;1;0;1;0;0;0;0;0;0
32;603,6925;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
32;603,6925;L;0;1;0;1;0;0;0;0;0;0
32;603,6925;R;0;1;0;1;0;0;0;0;0;0
33;623,0186;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
33;623,0186;L;0;1;0;1;0;0;0;0;0;0
33;623,0186;R;0;1;0;1;0;0;0;0;0;0
34;643,1402;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
34;643,1402;L;0;1;0;1;0;0;0;0;0;0
34;643,1402;R;0;1;0;1;0;0;0;0;0;0
35;663,3628;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
35;663,3628;L;0;1;0;1;0;0;0;0;0;0
35;663,3628;R;0;1;0;1;0;0;0;0;0;0
36;683,5228;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
36;683,5228;L;0;1;0;1;0;0;0;0;0;0
36;683,5228;R;0;1;0;1;0;0;0;0;0;0
37;703,5286;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
37;703,5286;L;0;1;0;1;0;0;0;0;0;0
37;703,5286;R;0;1;0;1;0;0;0;0;0;0
38;724,3661;H;35,227;1,564;24,737;-0,02700204;-0,3280248;0,02000151;0,9440713;358,8511;321,6428;183,6762
38;724,3661;L;0;1;0;1;0;0;0;0;0;0
38;724,3661;R;0;1;0;1;0;0;0;0;0;0
