Sample;Time;Device;X;Y;Z;qX;qY;qZ;qW;x;y;z
0;12,463; Device
1;18,0958; 22/11/2021 11:18:38
2;18,0958;H;0;1,5;0;1;0;0;0;0;0;0
2;18,0958;L;0;1;0;1;0;0;0;0;0;0
2;18,0958;R;0;1;0;1;0;0;0;0;0;0
3;37,914;H;0;1,5;0;1;0;0;0;0;0;0
3;37,914;L;0;1;0;1;0;0;0;0;0;0
3;37,914;R;0;1;0;1;0;0;0;0;0;0
4;57,2577;H;0;1,5;0;1;0;0;0;0;0;0
4;57,2577;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
4;57,2577;R;0;1;0;1;0;0;0;0;0;0
5;77,1362;H;0;1,5;0;1;0;0;0;0;0;0
5;77,1362;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
5;77,1362;R;0;1;0;1;0;0;0;0;0;0
6;98,0259;H;0;1,5;0;1;0;0;0;0;0;0
6;98,0259;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
6;98,0259;R;0;1;0;1;0;0;0;0;0;0
7;116,6926;H;0;1,5;0;1;0;0;0;0;0;0
7;116,6926;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
7;116,6926;R;0;1;0;1;0;0;0;0;0;0
8;137,4404;H;0;1,5;0;1;0;0;0;0;0;0
8;137,4404;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
8;137,4404;R;0;1;0;1;0;0;0;0;0;0
9;156,8282;H;0;1,5;0;1;0;0;0;0;0;0
9;156,8282;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
9;156,8282;R;0;1;0;1;0;0;0;0;0;0
10;177,7766;H;0;1,5;0;1;0;0;0;0;0;0
10;177,7766;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
10;177,7766;R;0;1;0;1;0;0;0;0;0;0
11;197,0736;H;0;1,5;0;1;0;0;0;0;0;0
11;197,0736;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
11;197,0736;R;0;1;0;1;0;0;0;0;0;0
12;218,0458;H;0;1,5;0;1;0;0;0;0;0;0
12;218,0458;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
12;218,0458;R;0;1;0;1;0;0;0;0;0;0
13;237,1589;H;0;1,5;0;1;0;0;0;0;0;0
13;237,1589;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
13;237,1589;R;0;1;0;1;0;0;0;0;0;0
14;258,2622;H;0;1,5;0;1;0;0;0;0;0;0
14;258,2622;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
14;258,2622;R;0;1;0;1;0;0;0;0;0;0
15;277,4959;H;0;1,5;0;1;0;0;0;0;0;0
15;277,4959;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
15;277,4959;R;0;1;0;1;0;0;0;0;0;0
16;296,9014;H;0;1,5;0;1;0;0;0;0;0;0
16;296,9014;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
16;296,9014;R;0;1;0;1;0;0;0;0;0;0
17;316,7174;H;0;1,5;0;1;0;0;0;0;0;0
17;316,7174;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
17;316,7174;R;0;1;0;1;0;0;0;0;0;0
18;338,3694;H;0;1,5;0;1;0;0;0;0;0;0
18;338,3694;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
18;338,3694;R;0;1;0;1;0;0;0;0;0;0
19;357,9253;H;0;1,5;0;1;0;0;0;0;0;0
19;357,9253;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
19;357,9253;R;0;1;0;1;0;0;0;0;0;0
20;377,6293;H;0;1,5;0;1;0;0;0;0;0;0
20;377,6293;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
20;377,6293;R;0;1;0;1;0;0;0;0;0;0
21;396,1937;H;0;1,5;0;1;0;0;0;0;0;0
21;396,1937;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
21;397,1958;R;0;1;0;1;0;0;0;0;0;0
22;417,1051;H;0;1,5;0;1;0;0;0;0;0;0
22;417,1051;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
22;417,1051;R;0;1;0;1;0;0;0;0;0;0
23;438,3723;H;0;1,5;0;1;0;0;0;0;0;0
23;438,3723;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
23;438,3723;R;0;1;0;1;0;0;0;0;0;0
24;456,9963;H;0;1,5;0;1;0;0;0;0;0;0
24;456,9963;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
24;456,9963;R;0;1;0;1;0;0;0;0;0;0
25;476,8364;H;0;1,5;0;1;0;0;0;0;0;0
25;476,8364;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
25;476,8364;R;0;1;0;1;0;0;0;0;0;0
26;497,5222;H;0;1,5;0;1;0;0;0;0;0;0
26;497,5222;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
26;497,5222;R;0;1;0;1;0;0;0;0;0;0
27;516,3142;H;0;1,5;0;1;0;0;0;0;0;0
27;516,3142;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
27;516,3142;R;0;1;0;1;0;0;0;0;0;0
28;536,8191;H;0;1,5;0;1;0;0;0;0;0;0
28;536,8191;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
28;536,8191;R;0;1;0;1;0;0;0;0;0;0
29;557,6624;H;0;1,5;0;1;0;0;0;0;0;0
29;557,6624;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
29;557,6624;R;0;1;0;1;0;0;0;0;0;0
30;576,2467;H;0;1,5;0;1;0;0;0;0;0;0
30;576,2467;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
30;576,2467;R;34,95;0,632;24,913;-0,4908182;-0,09796371;0,7297297;-0,4658275;50,8977;262,3276;29,88945
31;597,9908;H;35,01;1,474;24,751;0,005000213;-0,7330312;0,07500319;0,6760287;353,7574;265,0416;185,9589
31;597,9908;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
31;597,9908;R;34,95;0,632;24,913;-0,4908182;-0,09796371;0,7297297;-0,4658275;50,8977;262,3276;29,88945
32;618,3691;H;35,01;1,474;24,751;0,005000213;-0,7330312;0,07500319;0,6760287;353,7574;265,0416;185,9589
32;618,3691;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
32;618,3691;R;34,95;0,632;24,913;-0,4908182;-0,09796371;0,7297297;-0,4658275;50,8977;262,3276;29,88945
33;637,6287;H;35,01;1,474;24,751;0,005000213;-0,7330312;0,07500319;0,6760287;353,7574;265,0416;185,9589
33;637,6287;L;34,974;0,632;24,566;0,7429067;0,5209346;-0,4199473;0,01899762;52,1825;279,817;318,1222
33;637,6287;R;34,95;0,632;24,913;-0,4908182;-0,09796371;0,7297297;-0,4658275;50,8977;262,3276;29,88945
34;658,5328;H;35,01;1,474;24,751;0,005000213;-0,7330312;0,07500319;0,6760287;353,7574;265,0416;185,9589
