Sample;Time;Device;X;Y;Z;qX;qY;qZ;qW;x;y;z
0;10,4808; Device
1;13,6621; 31/01/2022 10:26:28
2;13,6621;H;0;1,5;0;1;0;0;0;0;0;0
2;13,6621;L;0;1;0;1;0;0;0;0;0;0
2;13,6621;R;0;1;0;1;0;0;0;0;0;0
3;35,6748;H;0;1,5;0;1;0;0;0;0;0;0
3;35,6748;L;0;1;0;1;0;0;0;0;0;0
3;35,6748;R;0;1;0;1;0;0;0;0;0;0
4;54,8227;H;0;1,5;0;1;0;0;0;0;0;0
4;54,8227;L;34,943;0,747;24,863;0,8367578;0,5188498;0,1319618;-0,1149667;63,98062;13,38351;352,7366
4;54,8227;R;0;1;0;1;0;0;0;0;0;0
5;75,2145;H;0;1,5;0;1;0;0;0;0;0;0
5;75,2145;L;34,943;0,747;24,863;0,8367578;0,5188498;0,1319618;-0,1149667;63,98062;13,38351;352,7366
5;75,2145;R;0;1;0;1;0;0;0;0;0;0
6;94,1402;H;0;1,5;0;1;0;0;0;0;0;0
6;94,1402;L;34,943;0,747;24,863;0,8367578;0,5188498;0,1319618;-0,1149667;63,98062;13,38351;352,7366
6;94,1402;R;0;1;0;1;0;0;0;0;0;0
7;114,5643;H;0;1,5;0;1;0;0;0;0;0;0
7;114,5643;L;34,943;0,747;24,863;0,8367578;0,5188498;0,1319618;-0,1149667;63,98062;13,38351;352,7366
7;114,5643;R;0;1;0;1;0;0;0;0;0;0
8;134,032;H;0;1,5;0;1;0;0;0;0;0;0
8;134,032;L;34,943;0,747;24,863;0,8367578;0,5188498;0,1319618;-0,1149667;63,98062;13,38351;352,7366
8;134,032;R;0;1;0;1;0;0;0;0;0;0
9;155,1766;H;0;1,5;0;1;0;0;0;0;0;0
9;155,1766;L;34,943;0,747;24,863;0,8367578;0,5188498;0,1319618;-0,1149667;63,98062;13,38351;352,7366
9;155,1766;R;0;1;0;1;0;0;0;0;0;0
10;175,4316;H;0;1,5;0;1;0;0;0;0;0;0
10;175,4316;L;34,943;0,747;24,863;0,8367578;0,5188498;0,1319618;-0,1149667;63,98062;13,38351;352,7366
10;175,4316;R;0;1;0;1;0;0;0;0;0;0
11;195,8632;H;0;1,5;0;1;0;0;0;0;0;0
11;195,8632;L;34,943;0,747;24,863;0,8367578;0,5188498;0,1319618;-0,1149667;63,98062;13,38351;352,7366
