Sample;Time;Device;X;Y;Z;qX;qY;qZ;qW;x;y;z
0;0; Device
1;13,3276; 19/11/2021 11:55:15
2;13,3276;H;0;1,5;0;1;0;0;0;0;0;0
2;13,3276;L;0;1;0;1;0;0;0;0;0;0
2;13,3276;R;0;1;0;1;0;0;0;0;0;0
3;23,6281;H;0;1,5;0;1;0;0;0;0;0;0
3;23,6281;L;0;1;0;1;0;0;0;0;0;0
3;23,6281;R;0;1;0;1;0;0;0;0;0;0
4;42,3417;H;0;1,5;0;1;0;0;0;0;0;0
4;42,3417;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
4;42,3417;R;0;1;0;1;0;0;0;0;0;0
5;63,6117;H;0;1,5;0;1;0;0;0;0;0;0
5;63,6117;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
5;63,6117;R;0;1;0;1;0;0;0;0;0;0
6;82,4228;H;0;1,5;0;1;0;0;0;0;0;0
6;82,4228;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
6;82,4228;R;0;1;0;1;0;0;0;0;0;0
7;102,1859;H;0;1,5;0;1;0;0;0;0;0;0
7;102,1859;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
7;102,1859;R;0;1;0;1;0;0;0;0;0;0
8;123,9073;H;0;1,5;0;1;0;0;0;0;0;0
8;123,9073;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
8;123,9073;R;0;1;0;1;0;0;0;0;0;0
9;143,0753;H;0;1,5;0;1;0;0;0;0;0;0
9;143,0753;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
9;143,0753;R;0;1;0;1;0;0;0;0;0;0
10;163,4315;H;0;1,5;0;1;0;0;0;0;0;0
10;163,4315;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
10;163,4315;R;0;1;0;1;0;0;0;0;0;0
11;182,2689;H;0;1,5;0;1;0;0;0;0;0;0
11;182,2689;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
11;182,2689;R;0;1;0;1;0;0;0;0;0;0
12;203,3817;H;0;1,5;0;1;0;0;0;0;0;0
12;203,3817;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
12;203,3817;R;0;1;0;1;0;0;0;0;0;0
13;222,8554;H;0;1,5;0;1;0;0;0;0;0;0
13;222,8554;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
13;222,8554;R;0;1;0;1;0;0;0;0;0;0
14;243,478;H;0;1,5;0;1;0;0;0;0;0;0
14;243,478;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
14;243,478;R;0;1;0;1;0;0;0;0;0;0
15;263,068;H;0;1,5;0;1;0;0;0;0;0;0
15;263,068;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
15;263,068;R;0;1;0;1;0;0;0;0;0;0
16;282,2811;H;0;1,5;0;1;0;0;0;0;0;0
16;282,2811;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
16;282,2811;R;0;1;0;1;0;0;0;0;0;0
17;302,368;H;0;1,5;0;1;0;0;0;0;0;0
17;302,368;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
17;302,368;R;0;1;0;1;0;0;0;0;0;0
18;322,6857;H;0;1,5;0;1;0;0;0;0;0;0
18;322,6857;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
18;322,6857;R;0;1;0;1;0;0;0;0;0;0
19;342,2306;H;0;1,5;0;1;0;0;0;0;0;0
19;342,2306;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
19;342,2306;R;0;1;0;1;0;0;0;0;0;0
20;364,1506;H;0;1,5;0;1;0;0;0;0;0;0
20;364,1506;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
20;364,1506;R;0;1;0;1;0;0;0;0;0;0
21;383,5098;H;0;1,5;0;1;0;0;0;0;0;0
21;383,5098;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
21;383,5098;R;0;1;0;1;0;0;0;0;0;0
22;403,593;H;0;1,5;0;1;0;0;0;0;0;0
22;403,593;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
22;403,593;R;0;1;0;1;0;0;0;0;0;0
23;423,5758;H;0;1,5;0;1;0;0;0;0;0;0
23;423,5758;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
23;423,5758;R;0;1;0;1;0;0;0;0;0;0
24;443,6407;H;0;1,5;0;1;0;0;0;0;0;0
24;443,6407;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
24;443,6407;R;0;1;0;1;0;0;0;0;0;0
25;463,0073;H;0;1,5;0;1;0;0;0;0;0;0
25;463,0073;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
25;463,0073;R;0;1;0;1;0;0;0;0;0;0
26;482,6295;H;0;1,5;0;1;0;0;0;0;0;0
26;483,6309;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
26;483,6309;R;0;1;0;1;0;0;0;0;0;0
27;503,6454;H;0;1,5;0;1;0;0;0;0;0;0
27;503,6454;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
27;503,6454;R;0;1;0;1;0;0;0;0;0;0
28;523,6124;H;0;1,5;0;1;0;0;0;0;0;0
28;523,6124;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
28;523,6124;R;0;1;0;1;0;0;0;0;0;0
29;543,3252;H;0;1,5;0;1;0;0;0;0;0;0
29;543,3252;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
29;543,3252;R;0;1;0;1;0;0;0;0;0;0
30;561,6204;H;0;1,5;0;1;0;0;0;0;0;0
30;561,6204;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
30;561,6204;R;35,356;0,873;25,194;0,9935192;0,05903085;0,06403347;0,07303818;6,196741;7,854532;8,834853
31;583,5694;H;35,179;1,635;24,929;-0,04501146;-0,06501655;0,03500891;0,9962536;356,3362;352,3588;185,4186
31;583,5694;L;34,997;0,775;25,116;0,8967194;0,1449546;0,04398623;-0,4158699;17,25065;357,4987;309,8598
