Sample;Time;Device;X;Y;Z;qX;qY;qZ;qW;x;y;z
0;0; Device
1;12,5601; 18/05/2021 12:42:47 p, m,
2;12,5601;H;0;1,5;0;1;0;0;0;0;0;0
2;12,5601;L;0;1;0;1;0;0;0;0;0;0
2;12,5601;R;0;1;0;1;0;0;0;0;0;0
3;15,5596;H;0;1,5;0;1;0;0;0;0;0;0
3;15,5596;L;0;1;0;1;0;0;0;0;0;0
3;15,5596;R;0;1;0;1;0;0;0;0;0;0
4;36,1484;H;0;1,5;0;1;0;0;0;0;0;0
4;36,1484;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
4;36,1484;R;0;1;0;1;0;0;0;0;0;0
5;56,2444;H;0;1,5;0;1;0;0;0;0;0;0
5;56,2444;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
5;56,2444;R;0;1;0;1;0;0;0;0;0;0
6;75,3137;H;0;1,5;0;1;0;0;0;0;0;0
6;75,3137;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
6;75,3137;R;0;1;0;1;0;0;0;0;0;0
7;95,4352;H;0;1,5;0;1;0;0;0;0;0;0
7;95,4352;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
7;95,4352;R;0;1;0;1;0;0;0;0;0;0
8;115,499;H;0;1,5;0;1;0;0;0;0;0;0
8;115,499;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
8;115,499;R;0;1;0;1;0;0;0;0;0;0
9;136,6471;H;0;1,5;0;1;0;0;0;0;0;0
9;136,6471;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
9;136,6471;R;0;1;0;1;0;0;0;0;0;0
10;155,7112;H;0;1,5;0;1;0;0;0;0;0;0
10;155,7112;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
10;155,7112;R;0;1;0;1;0;0;0;0;0;0
11;175,8434;H;0;1,5;0;1;0;0;0;0;0;0
11;175,8434;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
11;175,8434;R;0;1;0;1;0;0;0;0;0;0
12;195,9103;H;0;1,5;0;1;0;0;0;0;0;0
12;195,9103;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
12;195,9103;R;0;1;0;1;0;0;0;0;0;0
13;216,453;H;0;1,5;0;1;0;0;0;0;0;0
13;216,453;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
13;216,453;R;0;1;0;1;0;0;0;0;0;0
14;236,0083;H;0;1,5;0;1;0;0;0;0;0;0
14;236,0083;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
14;236,0083;R;0;1;0;1;0;0;0;0;0;0
15;256,5594;H;0;1,5;0;1;0;0;0;0;0;0
15;256,5594;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
15;256,5594;R;0;1;0;1;0;0;0;0;0;0
16;276,1023;H;0;1,5;0;1;0;0;0;0;0;0
16;276,1023;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
16;276,1023;R;0;1;0;1;0;0;0;0;0;0
17;296,6804;H;0;1,5;0;1;0;0;0;0;0;0
17;296,6804;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
17;296,6804;R;0;1;0;1;0;0;0;0;0;0
18;315,2929;H;0;1,5;0;1;0;0;0;0;0;0
18;315,2929;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
18;315,2929;R;0;1;0;1;0;0;0;0;0;0
19;335,8687;H;0;1,5;0;1;0;0;0;0;0;0
19;335,8687;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
19;335,8687;R;0;1;0;1;0;0;0;0;0;0
20;355,9206;H;0;1,5;0;1;0;0;0;0;0;0
20;355,9206;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
20;355,9206;R;0;1;0;1;0;0;0;0;0;0
21;376,9703;H;0;1,5;0;1;0;0;0;0;0;0
21;376,9703;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
21;376,9703;R;0;1;0;1;0;0;0;0;0;0
22;395,6128;H;0;1,5;0;1;0;0;0;0;0;0
22;395,6128;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
22;395,6128;R;0;1;0;1;0;0;0;0;0;0
23;417,1823;H;0;1,5;0;1;0;0;0;0;0;0
23;417,1823;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
23;417,1823;R;0;1;0;1;0;0;0;0;0;0
24;436,7888;H;0;1,5;0;1;0;0;0;0;0;0
24;436,7888;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
24;436,7888;R;0;1;0;1;0;0;0;0;0;0
25;456,84;H;0;1,5;0;1;0;0;0;0;0;0
25;456,84;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
25;456,84;R;0;1;0;1;0;0;0;0;0;0
26;477,398;H;0;1,5;0;1;0;0;0;0;0;0
26;477,398;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
26;477,398;R;0;1;0;1;0;0;0;0;0;0
27;496,4735;H;0;1,5;0;1;0;0;0;0;0;0
27;496,4735;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
27;496,4735;R;0;1;0;1;0;0;0;0;0;0
28;515,0275;H;0;1,5;0;1;0;0;0;0;0;0
28;515,0275;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
28;515,0275;R;0;1;0;1;0;0;0;0;0;0
29;536,6068;H;0;1,5;0;1;0;0;0;0;0;0
29;536,6068;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
29;536,6068;R;0;1;0;1;0;0;0;0;0;0
30;556,6467;H;0;1,5;0;1;0;0;0;0;0;0
30;556,6467;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
30;556,6467;R;0;1;0;1;0;0;0;0;0;0
31;575,7124;H;0;1,5;0;1;0;0;0;0;0;0
31;575,7124;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
31;575,7124;R;0;1;0;1;0;0;0;0;0;0
32;595,2813;H;0;1,5;0;1;0;0;0;0;0;0
32;595,2813;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
32;595,2813;R;0;1;0;1;0;0;0;0;0;0
33;616,8551;H;0;1,5;0;1;0;0;0;0;0;0
33;616,8551;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
33;616,8551;R;0;1;0;1;0;0;0;0;0;0
34;636,4732;H;0;1,5;0;1;0;0;0;0;0;0
34;636,4732;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
34;636,4732;R;0;1;0;1;0;0;0;0;0;0
35;656,5298;H;0;1,5;0;1;0;0;0;0;0;0
35;656,5298;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
35;656,5298;R;0;1;0;1;0;0;0;0;0;0
36;675,5835;H;0;1,5;0;1;0;0;0;0;0;0
36;675,5835;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
36;675,5835;R;0;1;0;1;0;0;0;0;0;0
37;696,1595;H;0;1,5;0;1;0;0;0;0;0;0
37;696,1595;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
37;696,1595;R;0;1;0;1;0;0;0;0;0;0
38;715,2251;H;0;1,5;0;1;0;0;0;0;0;0
38;715,2251;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
38;715,2251;R;0;1;0;1;0;0;0;0;0;0
39;735,7932;H;0;1,5;0;1;0;0;0;0;0;0
39;735,7932;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
39;735,7932;R;0;1;0;1;0;0;0;0;0;0
40;754,9022;H;0;1,5;0;1;0;0;0;0;0;0
40;754,9022;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
40;754,9022;R;0;1;0;1;0;0;0;0;0;0
41;774,9698;H;0;1,5;0;1;0;0;0;0;0;0
41;774,9698;L;35,095;0,823;25,416;0,9191861;0,0390079;0,3120632;-0,237048;12,689;34,68707;335,0557
41;774,9698;R;0;1;0;1;0;0;0;0;0;0
