Sample;Time;Device;X;Y;Z;qX;qY;qZ;qW;x;y;z
0;0; Device
1;11,5955; 01/12/2021 9:57:03
2;11,5955;H;0;1,5;0;1;0;0;0;0;0;0
2;11,5955;L;0;1;0;1;0;0;0;0;0;0
2;11,5955;R;0;1;0;1;0;0;0;0;0;0
3;29,4568;H;0;1,5;0;1;0;0;0;0;0;0
3;29,4568;L;0;1;0;1;0;0;0;0;0;0
3;29,4568;R;0;1;0;1;0;0;0;0;0;0
4;49,3772;H;0;1,5;0;1;0;0;0;0;0;0
4;49,3772;L;35,142;0,689;24,997;0,8122579;0,3060972;0,3321055;-0,3691172;47,93895;27,90606;323,7296
4;49,3772;R;0;1;0;1;0;0;0;0;0;0
5;69,9706;H;0;1,5;0;1;0;0;0;0;0;0
5;69,9706;L;35,142;0,689;24,997;0,8122579;0,3060972;0,3321055;-0,3691172;47,93895;27,90606;323,7296
5;69,9706;R;0;1;0;1;0;0;0;0;0;0
6;88,3546;H;0;1,5;0;1;0;0;0;0;0;0
6;88,3546;L;35,142;0,689;24,997;0,8122579;0,3060972;0,3321055;-0,3691172;47,93895;27,90606;323,7296
6;88,3546;R;0;1;0;1;0;0;0;0;0;0
7;109,3306;H;0;1,5;0;1;0;0;0;0;0;0
7;109,3306;L;35,142;0,689;24,997;0,8122579;0,3060972;0,3321055;-0,3691172;47,93895;27,90606;323,7296
7;109,3306;R;0;1;0;1;0;0;0;0;0;0
8;129,3089;H;0;1,5;0;1;0;0;0;0;0;0
8;129,3089;L;35,142;0,689;24,997;0,8122579;0,3060972;0,3321055;-0,3691172;47,93895;27,90606;323,7296
8;129,3089;R;0;1;0;1;0;0;0;0;0;0
9;150,0325;H;0;1,5;0;1;0;0;0;0;0;0
9;150,0325;L;35,142;0,689;24,997;0,8122579;0,3060972;0,3321055;-0,3691172;47,93895;27,90606;323,7296
9;150,0325;R;0;1;0;1;0;0;0;0;0;0
10;170,4632;H;0;1,5;0;1;0;0;0;0;0;0
10;170,4632;L;35,142;0,689;24,997;0,8122579;0,3060972;0,3321055;-0,3691172;47,93895;27,90606;323,7296
10;170,4632;R;0;1;0;1;0;0;0;0;0;0
11;189,4099;H;0;1,5;0;1;0;0;0;0;0;0
11;189,4099;L;35,142;0,689;24,997;0,8122579;0,3060972;0,3321055;-0,3691172;47,93895;27,90606;323,7296
11;189,4099;R;0;1;0;1;0;0;0;0;0;0
12;209,6869;H;0;1,5;0;1;0;0;0;0;0;0
12;209,6869;L;35,142;0,689;24,997;0,8122579;0,3060972;0,3321055;-0,3691172;47,93895;27,90606;323,7296
12;209,6869;R;0;1;0;1;0;0;0;0;0;0
13;229,8013;H;0;1,5;0;1;0;0;0;0;0;0
13;229,8013;L;35,142;0,689;24,997;0,8122579;0,3060972;0,3321055;-0,3691172;47,93895;27,90606;323,7296
13;229,8013;R;0;1;0;1;0;0;0;0;0;0
14;249,4412;H;0;1,5;0;1;0;0;0;0;0;0
14;249,4412;L;35,142;0,689;24,997;0,8122579;0,3060972;0,3321055;-0,3691172;47,93895;27,90606;323,7296
14;249,4412;R;0;1;0;1;0;0;0;0;0;0
15;270,6379;H;0;1,5;0;1;0;0;0;0;0;0
15;270,6379;L;35,142;0,689;24,997;0,8122579;0,3060972;0,3321055;-0,3691172;47,93895;27,90606;323,7296
15;270,6379;R;0;1;0;1;0;0;0;0;0;0
16;290,544;H;0;1,5;0;1;0;0;0;0;0;0
16;290,544;L;35,142;0,689;24,997;0,8122579;0,3060972;0,3321055;-0,3691172;47,93895;27,90606;323,7296
16;290,544;R;0;1;0;1;0;0;0;0;0;0
17;309,2814;H;0;1,5;0;1;0;0;0;0;0;0
