Var11,Var12,Var13
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"8,428316","2,72082","182,6138"
"8,428316","2,72082","182,6138"
"8,428316","2,72082","182,6138"
"8,428316","2,72082","182,6138"
"8,428316","2,72082","182,6138"
"8,428316","2,72082","182,6138"
"8,43409","2,70392","182,3829"
"8,43409","2,70392","182,3829"
"8,43409","2,70392","182,3829"
"8,43409","2,70392","182,3829"
"8,43409","2,70392","182,3829"
"8,43409","2,70392","182,3829"
"8,43151","2,819367","182,3914"
"8,43151","2,819367","182,3914"
"8,43151","2,819367","182,3914"
"8,43151","2,819367","182,3914"
"8,43151","2,819367","182,3914"
"8,426293","3,050242","182,4083"
"8,426293","3,050242","182,4083"
"8,426293","3,050242","182,4083"
"8,426293","3,050242","182,4083"
"8,426293","3,050242","182,4083"
"8,426293","3,050242","182,4083"
"8,316097","3,146355","182,1825"
"8,316097","3,146355","182,1825"
"8,316097","3,146355","182,1825"
"8,316097","3,146355","182,1825"
"8,316097","3,146355","182,1825"
"8,316097","3,146355","182,1825"
"8,319383","3,138021","182,0671"
"8,319383","3,138021","182,0671"
"8,319383","3,138021","182,0671"
"8,319383","3,138021","182,0671"
"8,319383","3,138021","182,0671"
"8,430246","3,478182","181,9803"
"8,430246","3,478182","181,9803"
"8,430246","3,478182","181,9803"
"8,430246","3,478182","181,9803"
"8,430246","3,478182","181,9803"
"8,430246","3,478182","181,9803"
"8,313269","3,813798","181,8863"
"8,313269","3,813798","181,8863"
"8,313269","3,813798","181,8863"
"8,313269","3,813798","181,8863"
"8,313269","3,813798","181,8863"
