Var11,Var12,Var13
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"1,163609","14,38167","181,7639"
"1,163609","14,38167","181,7639"
"1,163609","14,38167","181,7639"
"1,163609","14,38167","181,7639"
"1,163609","14,38167","181,7639"
"1,163609","14,38167","181,7639"
"1,163609","14,38167","181,7639"
"2,378871","22,97672","180,9513"
"2,378871","22,97672","180,9513"
"2,378871","22,97672","180,9513"
"2,378871","22,97672","180,9513"
"2,378871","22,97672","180,9513"
"2,558096","30,19224","181,5214"
"2,558096","30,19224","181,5214"
"2,558096","30,19224","181,5214"
"2,558096","30,19224","181,5214"
"2,558096","30,19224","181,5214"
"2,558096","30,19224","181,5214"
"3,65024","37,8931","181,3747"
"3,65024","37,8931","181,3747"
"3,65024","37,8931","181,3747"
"3,65024","37,8931","181,3747"
"3,65024","37,8931","181,3747"
"1,924762","45,84231","182,8045"
"1,924762","45,84231","182,8045"
"1,924762","45,84231","182,8045"
"1,924762","45,84231","182,8045"
"1,924762","45,84231","182,8045"
