Var11,Var12,Var13
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"358,942","3,317358","180,887"
"358,942","3,317358","180,887"
"358,942","3,317358","180,887"
"358,942","3,317358","180,887"
"358,942","3,317358","180,887"
"358,942","3,317358","180,887"
"358,942","3,317358","180,887"
"358,942","3,317358","180,887"
"358,942","3,317358","180,887"
"358,942","3,317358","180,887"
"358,8661","2,297421","179,4043"
"358,8661","2,297421","179,4043"
"358,8661","2,297421","179,4043"
"358,051","1,488088","180,0893"
"358,051","1,488088","180,0893"
"358,051","1,488088","180,0893"
"358,051","1,488088","180,0893"
"358,051","1,488088","180,0893"
"356,5612","359,8542","181,0367"
"356,5612","359,8542","181,0367"
"356,5612","359,8542","181,0367"
"356,5612","359,8542","181,0367"
"356,5612","359,8542","181,0367"
"355,6188","356,1056","182,7894"
"355,6188","356,1056","182,7894"
"355,6188","356,1056","182,7894"
"355,6188","356,1056","182,7894"
"355,6188","356,1056","182,7894"
"355,6188","356,1056","182,7894"
"355,4012","352,6275","183,5138"
"355,4012","352,6275","183,5138"
"355,4012","352,6275","183,5138"
"355,4012","352,6275","183,5138"
"355,4012","352,6275","183,5138"
"355,4012","352,6275","183,5138"
"355,7436","350,6479","184,2625"
"355,7436","350,6479","184,2625"
"355,7436","350,6479","184,2625"
"355,7436","350,6479","184,2625"
"355,7436","350,6479","184,2625"
"356,0623","351,3571","184,2079"
"356,0623","351,3571","184,2079"
"356,0623","351,3571","184,2079"
"356,0623","351,3571","184,2079"
"356,0623","351,3571","184,2079"
"356,0623","351,3571","184,2079"
"356,5441","351,5911","184,624"
"356,5441","351,5911","184,624"
"356,5441","351,5911","184,624"
"356,5441","351,5911","184,624"
