Var11,Var12,Var13
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"43,65701","69,37416","166,795"
"43,65701","69,37416","166,795"
"43,65701","69,37416","166,795"
"43,65701","69,37416","166,795"
"43,65701","69,37416","166,795"
"43,65701","69,37416","166,795"
"43,65701","69,37416","166,795"
"43,62919","69,17279","166,718"
"43,62919","69,17279","166,718"
"43,62919","69,17279","166,718"
"43,62919","69,17279","166,718"
"43,62919","69,17279","166,718"
"43,64302","69,04867","166,6602"
"43,64302","69,04867","166,6602"
"43,64302","69,04867","166,6602"
"43,64302","69,04867","166,6602"
"43,64302","69,04867","166,6602"
"43,64302","69,04867","166,6602"
"43,51128","68,95276","166,5643"
"43,51128","68,95276","166,5643"
"43,51128","68,95276","166,5643"
"43,51128","68,95276","166,5643"
"43,51128","68,95276","166,5643"
"43,64302","69,04867","166,6602"
"43,64302","69,04867","166,6602"
"43,64302","69,04867","166,6602"
"43,64302","69,04867","166,6602"
"43,64302","69,04867","166,6602"
"43,64302","69,04867","166,6602"
"43,8777","68,57774","166,496"
"43,8777","68,57774","166,496"
"43,8777","68,57774","166,496"
"43,8777","68,57774","166,496"
"43,8777","68,57774","166,496"
"43,8777","68,57774","166,496"
"44,02302","68,53802","166,4477"
"44,02302","68,53802","166,4477"
"44,02302","68,53802","166,4477"
"44,02302","68,53802","166,4477"
"44,02302","68,53802","166,4477"
"44,05774","68,61594","166,6497"
"44,05774","68,61594","166,6497"
"44,05774","68,61594","166,6497"
"44,05774","68,61594","166,6497"
"44,05774","68,61594","166,6497"
"44,05774","68,61594","166,6497"
"44,2453","68,65348","166,6209"
"44,2453","68,65348","166,6209"
"44,2453","68,65348","166,6209"
