Var11,Var12,Var13
"0","0","0"
"0","0","0"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
"358,8511","321,6428","183,6762"
