Var11,Var12,Var13
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"2,871448","354,8875","177,4609"
"2,871448","354,8875","177,4609"
"2,871448","354,8875","177,4609"
"2,871448","354,8875","177,4609"
"2,871448","354,8875","177,4609"
"2,871448","354,8875","177,4609"
"2,871448","354,8875","177,4609"
"2,983514","354,9966","177,344"
"2,983514","354,9966","177,344"
"2,983514","354,9966","177,344"
"2,983514","354,9966","177,344"
"2,983514","354,9966","177,344"
"2,983427","355,1161","177,3496"
"2,983427","355,1161","177,3496"
"2,983427","355,1161","177,3496"
"2,983427","355,1161","177,3496"
"2,983427","355,1161","177,3496"
"2,983427","355,1161","177,3496"
"2,979377","355,2201","177,1204"
"2,979377","355,2201","177,1204"
"2,979377","355,2201","177,1204"
"2,979377","355,2201","177,1204"
"2,979377","355,2201","177,1204"
"3,073062","355,3169","176,5454"
"3,073062","355,3169","176,5454"
"3,073062","355,3169","176,5454"
"3,073062","355,3169","176,5454"
"3,073062","355,3169","176,5454"
"3,073062","355,3169","176,5454"
"2,940382","355,1975","176,2036"
"2,940382","355,1975","176,2036"
"2,940382","355,1975","176,2036"
"2,940382","355,1975","176,2036"
"2,940382","355,1975","176,2036"
"2,940382","355,1975","176,2036"
"2,935484","355,1947","176,0891"
"2,935484","355,1947","176,0891"
"2,935484","355,1947","176,0891"
"2,935484","355,1947","176,0891"
"2,935484","355,1947","176,0891"
"2,926435","355,0774","175,9718"
"2,926435","355,0774","175,9718"
"2,926435","355,0774","175,9718"
"2,926435","355,0774","175,9718"
"2,926435","355,0774","175,9718"
"2,926435","355,0774","175,9718"
"3,044328","355,2995","175,8579"
"3,044328","355,2995","175,8579"
"3,044328","355,2995","175,8579"
"3,044328","355,2995","175,8579"
"3,044328","355,2995","175,8579"
