Var11,Var12,Var13
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0,3755952","3,449214","182,7637"
"0,3755952","3,449214","182,7637"
"0,3755952","3,449214","182,7637"
"0,3755952","3,449214","182,7637"
"0,3755952","3,449214","182,7637"
"0,3755952","3,449214","182,7637"
"0,3755952","3,449214","182,7637"
"0,2527574","2,760784","183,79"
"0,2527574","2,760784","183,79"
"0,2527574","2,760784","183,79"
"0,2527574","2,760784","183,79"
"0,2527574","2,760784","183,79"
"0,04114422","1,836791","184,5865"
"0,04114422","1,836791","184,5865"
"0,04114422","1,836791","184,5865"
"0,04114422","1,836791","184,5865"
"0,04114422","1,836791","184,5865"
"0,04114422","1,836791","184,5865"
"0,07635985","1,035157","184,2429"
"0,07635985","1,035157","184,2429"
"0,07635985","1,035157","184,2429"
"0,07635985","1,035157","184,2429"
"0,07635985","1,035157","184,2429"
"0,4493335","0,6933932","181,4923"
"0,4493335","0,6933932","181,4923"
"0,4493335","0,6933932","181,4923"
"0,4493335","0,6933932","181,4923"
"0,4493335","0,6933932","181,4923"
"0,4493335","0,6933932","181,4923"
"0,4799154","1,136779","177,8278"
"0,4799154","1,136779","177,8278"
"0,4799154","1,136779","177,8278"
"0,4799154","1,136779","177,8278"
"0,4799154","1,136779","177,8278"
"0,4799154","1,136779","177,8278"
"0,5404537","2,042895","175,4238"
"0,5404537","2,042895","175,4238"
"0,5404537","2,042895","175,4238"
"0,5404537","2,042895","175,4238"
