Var11,Var12,Var13
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"358,2779","358,0551","179,8"
"358,2779","358,0551","179,8"
"358,2779","358,0551","179,8"
"358,2779","358,0551","179,8"
"358,2779","358,0551","179,8"
"358,2779","358,0551","179,8"
"358,278","358,1697","179,7983"
"358,278","358,1697","179,7983"
"358,278","358,1697","179,7983"
"358,278","358,1697","179,7983"
"358,278","358,1697","179,7983"
"358,278","358,1697","179,7983"
"358,3916","358,5149","179,6771"
"358,3916","358,5149","179,6771"
"358,3916","358,5149","179,6771"
"358,3916","358,5149","179,6771"
"358,3916","358,5149","179,6771"
"358,2824","358,9668","180,1301"
"358,2824","358,9668","180,1301"
"358,2824","358,9668","180,1301"
"358,2824","358,9668","180,1301"
"358,2824","358,9668","180,1301"
"358,2824","358,9668","180,1301"
"357,9492","359,3879","182,1879"
"357,9492","359,3879","182,1879"
"357,9492","359,3879","182,1879"
"357,9492","359,3879","182,1879"
"357,9492","359,3879","182,1879"
"358,0547","359,1918","180,3575"
"358,0547","359,1918","180,3575"
"358,0547","359,1918","180,3575"
"358,0547","359,1918","180,3575"
"358,0547","359,1918","180,3575"
"358,0547","359,1918","180,3575"
"358,0373","358,2984","178,9978"
"358,0373","358,2984","178,9978"
"358,0373","358,2984","178,9978"
"358,0373","358,2984","178,9978"
"358,0373","358,2984","178,9978"
"358,0373","358,2984","178,9978"
"357,804","357,496","179,1313"
"357,804","357,496","179,1313"
"357,804","357,496","179,1313"
"357,804","357,496","179,1313"
"357,804","357,496","179,1313"
"357,7937","357,154","178,9078"
"357,7937","357,154","178,9078"
"357,7937","357,154","178,9078"
"357,7937","357,154","178,9078"
"357,7937","357,154","178,9078"
"357,7937","357,154","178,9078"
"357,7947","356,9224","179,0269"
