Var11,Var12,Var13
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"356,3081","280,6243","177,7035"
"356,3081","280,6243","177,7035"
"356,3081","280,6243","177,7035"
"356,3081","280,6243","177,7035"
"356,3081","280,6243","177,7035"
"356,3081","280,6243","177,7035"
"356,3081","280,6243","177,7035"
"356,3811","280,6201","177,7918"
"356,3811","280,6201","177,7918"
"356,3811","280,6201","177,7918"
"356,3811","280,6201","177,7918"
"356,3811","280,6201","177,7918"
"356,3811","280,6201","177,7918"
"356,3811","280,6201","177,7918"
"356,5423","280,6165","177,8069"
"356,5423","280,6165","177,8069"
"356,5423","280,6165","177,8069"
"356,5423","280,6165","177,8069"
"356,5423","280,6165","177,8069"
"356,5423","280,6165","177,8069"
"356,5423","280,6165","177,8069"
"356,5239","280,4504","177,973"
"356,5239","280,4504","177,973"
"356,5239","280,4504","177,973"
"356,5239","280,4504","177,973"
"356,5239","280,4504","177,973"
"356,5239","280,4504","177,973"
"356,5239","280,4504","177,973"
"356,5239","280,4504","177,973"
"356,5199","280,377","177,9737"
"356,5199","280,377","177,9737"
"356,5199","280,377","177,9737"
"356,5199","280,377","177,9737"
"356,5199","280,377","177,9737"
"356,5199","280,377","177,9737"
"356,5199","280,377","177,9737"
"356,6086","280,2895","177,9042"
"356,6086","280,2895","177,9042"
"356,6086","280,2895","177,9042"
"356,6086","280,2895","177,9042"
"356,6086","280,2895","177,9042"
"356,6086","280,2895","177,9042"
"356,6086","280,2895","177,9042"
"356,6086","280,2895","177,9042"
"356,6086","280,2895","177,9042"
"356,608","280,3776","177,9003"
"356,608","280,3776","177,9003"
"356,608","280,3776","177,9003"
"356,608","280,3776","177,9003"
"356,608","280,3776","177,9003"
"356,608","280,3776","177,9003"
"356,608","280,3776","177,9003"
