Var11,Var12,Var13
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"2,460912","353,063","182,7207"
"2,460912","353,063","182,7207"
"2,460912","353,063","182,7207"
"2,460912","353,063","182,7207"
"2,460912","353,063","182,7207"
"2,460912","353,063","182,7207"
"2,575193","353,0656","182,7139"
"2,575193","353,0656","182,7139"
"2,575193","353,0656","182,7139"
"2,575193","353,0656","182,7139"
"2,575193","353,0656","182,7139"
"2,575193","353,0656","182,7139"
"2,582052","353,0684","182,8283"
"2,582052","353,0684","182,8283"
"2,582052","353,0684","182,8283"
"2,582052","353,0684","182,8283"
"2,582052","353,0684","182,8283"
"2,582052","353,0684","182,8283"
"2,582052","353,0684","182,8283"
"2,582052","353,0684","182,8283"
"2,582052","353,0684","182,8283"
"2,582052","353,0684","182,8283"
"2,582052","353,0684","182,8283"
"2,787726","353,1792","182,4743"
"2,787726","353,1792","182,4743"
"2,787726","353,1792","182,4743"
"2,787726","353,1792","182,4743"
"2,787726","353,1792","182,4743"
"2,890906","353,4074","182,3591"
"2,890906","353,4074","182,3591"
"2,890906","353,4074","182,3591"
"2,890906","353,4074","182,3591"
"2,890906","353,4074","182,3591"
"2,890906","353,4074","182,3591"
"2,899726","353,296","182,4705"
"2,899726","353,296","182,4705"
"2,899726","353,296","182,4705"
"2,899726","353,296","182,4705"
"2,899726","353,296","182,4705"
"2,899726","353,296","182,4705"
"2,90876","353,1846","182,5819"
"2,90876","353,1846","182,5819"
"2,90876","353,1846","182,5819"
"2,90876","353,1846","182,5819"
"2,90876","353,1846","182,5819"
"2,91116","353,0702","182,5789"
"2,91116","353,0702","182,5789"
"2,91116","353,0702","182,5789"
"2,91116","353,0702","182,5789"
"2,91116","353,0702","182,5789"
"2,91116","353,0702","182,5789"
"2,91116","353,0702","182,5789"
