Var11,Var12,Var13
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"353,0927","270,5811","182,4821"
"353,0927","270,5811","182,4821"
"353,0927","270,5811","182,4821"
"353,0927","270,5811","182,4821"
"353,0927","270,5811","182,4821"
"353,0927","270,5811","182,4821"
"353,4192","270,6691","182,4769"
"353,4192","270,6691","182,4769"
"353,4192","270,6691","182,4769"
"353,4192","270,6691","182,4769"
"353,4192","270,6691","182,4769"
"353,4192","270,6691","182,4769"
"353,4975","270,5944","182,4023"
"353,4975","270,5944","182,4023"
"353,4975","270,5944","182,4023"
"353,4975","270,5944","182,4023"
"353,4975","270,5944","182,4023"
"353,4975","270,5944","182,4023"
"353,42","270,6785","182,3142"
"353,42","270,6785","182,3142"
"353,42","270,6785","182,3142"
"353,42","270,6785","182,3142"
"353,42","270,6785","182,3142"
"353,2591","270,6849","182,1506"
"353,2591","270,6849","182,1506"
"353,2591","270,6849","182,1506"
"353,2591","270,6849","182,1506"
"353,2591","270,6849","182,1506"
"353,2591","270,6849","182,1506"
"353,1786","270,6882","182,0688"
"353,1786","270,6882","182,0688"
"353,1786","270,6882","182,0688"
"353,1786","270,6882","182,0688"
"353,1786","270,6882","182,0688"
"353,1794","270,698","181,9059"
"353,1794","270,698","181,9059"
"353,1794","270,698","181,9059"
"353,1794","270,698","181,9059"
"353,1794","270,698","181,9059"
"353,1794","270,698","181,9059"
"353,101","270,5289","181,9968"
"353,101","270,5289","181,9968"
"353,101","270,5289","181,9968"
"353,101","270,5289","181,9968"
"353,101","270,5289","181,9968"
"353,101","270,5289","181,9968"
"353,097","270,4378","182,1661"
"353,097","270,4378","182,1661"
"353,097","270,4378","182,1661"
"353,097","270,4378","182,1661"
"353,097","270,4378","182,1661"
"353,0191","270,2684","182,2573"
