Var11,Var12,Var13
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"2,423288","2,273154","179,1314"
"2,423288","2,273154","179,1314"
"2,423288","2,273154","179,1314"
"2,423288","2,273154","179,1314"
"2,423288","2,273154","179,1314"
"2,423288","2,273154","179,1314"
"2,423288","2,273154","179,1314"
"2,425538","2,27071","179,0168"
"2,425538","2,27071","179,0168"
"2,425538","2,27071","179,0168"
"2,425538","2,27071","179,0168"
"2,425538","2,27071","179,0168"
"2,540023","2,269777","179,019"
"2,540023","2,269777","179,019"
"2,540023","2,269777","179,019"
"2,540023","2,269777","179,019"
"2,540023","2,269777","179,019"
"2,540023","2,269777","179,019"
"2,542266","2,267215","178,9044"
"2,542266","2,267215","178,9044"
"2,542266","2,267215","178,9044"
"2,542266","2,267215","178,9044"
"2,542266","2,267215","178,9044"
"2,541219","2,152621","178,9019"
"2,541219","2,152621","178,9019"
"2,541219","2,152621","178,9019"
"2,541219","2,152621","178,9019"
"2,541219","2,152621","178,9019"
"2,541219","2,152621","178,9019"
"2,427688","2,036631","178,7827"
"2,427688","2,036631","178,7827"
"2,427688","2,036631","178,7827"
"2,427688","2,036631","178,7827"
"2,427688","2,036631","178,7827"
"2,312611","1,80629","178,6614"
"2,312611","1,80629","178,6614"
"2,312611","1,80629","178,6614"
"2,312611","1,80629","178,6614"
"2,312611","1,80629","178,6614"
"2,312611","1,80629","178,6614"
"2,432174","1,914676","178,4365"
"2,432174","1,914676","178,4365"
"2,432174","1,914676","178,4365"
"2,432174","1,914676","178,4365"
"2,432174","1,914676","178,4365"
