Var11,Var12,Var13
"0","0","0"
"0","0","0"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
"356,2357","18,97705","214,5501"
