Var11,Var12,Var13
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0","0","0"
"0,3313231","358,622","178,9647"
"0,3313231","358,622","178,9647"
"0,3313231","358,622","178,9647"
"0,3313231","358,622","178,9647"
"0,3313231","358,622","178,9647"
"0,3313231","358,622","178,9647"
"0,2153793","358,6228","178,8515"
"0,2153793","358,6228","178,8515"
"0,2153793","358,6228","178,8515"
"0,2153793","358,6228","178,8515"
"0,2153793","358,6228","178,8515"
"0,2153793","358,6228","178,8515"
"0,2098601","358,3933","178,622"
"0,2098601","358,3933","178,622"
"0,2098601","358,3933","178,622"
"0,2098601","358,3933","178,622"
"0,2098601","358,3933","178,622"
"0,2098601","358,3933","178,622"
"0,3953638","355,18","178,4923"
"0,3953638","355,18","178,4923"
"0,3953638","355,18","178,4923"
"0,3953638","355,18","178,4923"
"0,3953638","355,18","178,4923"
"0,07172626","351,2804","177,9259"
"0,07172626","351,2804","177,9259"
"0,07172626","351,2804","177,9259"
"0,07172626","351,2804","177,9259"
"0,07172626","351,2804","177,9259"
"0,07172626","351,2804","177,9259"
"359,4182","349,5724","177,4074"
"359,4182","349,5724","177,4074"
"359,4182","349,5724","177,4074"
"359,4182","349,5724","177,4074"
"359,4182","349,5724","177,4074"
"359,4182","349,5724","177,4074"
"358,8017","349,0081","177,1216"
"358,8017","349,0081","177,1216"
"358,8017","349,0081","177,1216"
"358,8017","349,0081","177,1216"
"358,8017","349,0081","177,1216"
"358,7828","349,1252","176,892"
"358,7828","349,1252","176,892"
"358,7828","349,1252","176,892"
"358,7828","349,1252","176,892"
"358,7828","349,1252","176,892"
"358,7828","349,1252","176,892"
"358,782","349,8231","176,658"
"358,782","349,8231","176,658"
"358,782","349,8231","176,658"
"358,782","349,8231","176,658"
"358,782","349,8231","176,658"
