Var1,Var2,Var3,Var11,Var12,Var13
133,"2616,8601","H","2,793707","2,006945","177,6405"
134,"2637,5225","H","2,793707","2,006945","177,6405"
135,"2656,5867","H","2,792503","1,771892","177,4054"
136,"2677,7619","H","2,792503","1,771892","177,4054"
137,"2696,7162","H","2,792503","1,771892","177,4054"
138,"2716,0175","H","2,792503","1,771892","177,4054"
139,"2737,6997","H","2,792503","1,771892","177,4054"
140,"2756,3527","H","2,792503","1,771892","177,4054"
141,"2776,3223","H","2,792503","1,771892","177,4054"
142,"2796,7298","H","2,792503","1,771892","177,4054"
143,"2816,6164","H","2,792503","1,771892","177,4054"
144,"2836,8779","H","2,792503","1,771892","177,4054"
145,"2856,1879","H","2,792503","1,771892","177,4054"
146,"2877,3826","H","2,792503","1,771892","177,4054"
147,"2895,7052","H","2,792503","1,771892","177,4054"
148,"2916,4861","H","2,792503","1,771892","177,4054"
149,"2936,5507","H","2,792503","1,771892","177,4054"
150,"2956,4661","H","2,792503","1,771892","177,4054"
151,"2975,9972","H","2,792503","1,771892","177,4054"
152,"2996,9276","H","2,792503","1,771892","177,4054"
153,"3016,2538","H","2,792503","1,771892","177,4054"
154,"3035,9772","H","2,792503","1,771892","177,4054"
155,"3056,0317","H","2,792503","1,771892","177,4054"
156,"3077,8092","H","2,794209","1,769055","177,2907"
157,"3096,5088","H","2,794209","1,769055","177,2907"
158,"3116,381","H","2,794209","1,769055","177,2907"
159,"3138,0548","H","2,794209","1,769055","177,2907"
160,"3155,719","H","2,794209","1,769055","177,2907"
161,"3176,8697","H","2,794209","1,769055","177,2907"
162,"3197,7994","H","2,798685","1,88089","177,1789"
163,"3216,9304","H","2,798685","1,88089","177,1789"
164,"3236,4394","H","2,798685","1,88089","177,1789"
165,"3256,7345","H","2,798685","1,88089","177,1789"
166,"3276,5943","H","2,798685","1,88089","177,1789"
167,"3297,7698","H","2,806261","2,107371","177,0699"
168,"3317,5666","H","2,806261","2,107371","177,0699"
169,"3335,8616","H","2,806261","2,107371","177,0699"
170,"3356,4636","H","2,806261","2,107371","177,0699"
171,"3378,2067","H","2,806261","2,107371","177,0699"
172,"3396,6849","H","2,806261","2,107371","177,0699"
173,"3416,6784","H","2,801456","1,995563","177,1817"
174,"3436,4498","H","2,801456","1,995563","177,1817"
175,"3455,8599","H","2,801456","1,995563","177,1817"
176,"3478,0636","H","2,801456","1,995563","177,1817"
177,"3496,5724","H","2,801456","1,995563","177,1817"
178,"3515,0349","H","2,795653","2,004105","177,5258"
179,"3535,8011","H","2,795653","2,004105","177,5258"
180,"3556,2974","H","2,795653","2,004105","177,5258"
181,"3576,4773","H","2,795653","2,004105","177,5258"
182,"3596,269","H","2,795653","2,004105","177,5258"
183,"3617,1258","H","2,795653","2,004105","177,5258"
184,"3636,5555","H","2,796015","2,121634","177,6433"
185,"3656,4477","H","2,796015","2,121634","177,6433"
186,"3676,3778","H","2,796015","2,121634","177,6433"
187,"3696,5985","H","2,796015","2,121634","177,6433"
188,"3716,4658","H","2,796015","2,121634","177,6433"
189,"3736,2928","H","2,795653","2,004105","177,5258"
190,"3755,5695","H","2,795653","2,004105","177,5258"
191,"3776,4105","H","2,795653","2,004105","177,5258"
192,"3796,5216","H","2,795653","2,004105","177,5258"
193,"3816,6361","H","2,795653","2,004105","177,5258"
194,"3836,0939","H","2,795653","2,004105","177,5258"
195,"3856,8338","H","2,793707","2,006945","177,6405"
196,"3876,0969","H","2,793707","2,006945","177,6405"
197,"3896,198","H","2,793707","2,006945","177,6405"
198,"3916,7615","H","2,793707","2,006945","177,6405"
199,"3936,5837","H","2,793707","2,006945","177,6405"
200,"3956,2398","H","2,793707","2,006945","177,6405"
201,"3977,918","H","2,795653","2,004105","177,5258"
202,"3995,9517","H","2,795653","2,004105","177,5258"
203,"4016,9861","H","2,795653","2,004105","177,5258"
204,"4036,981","H","2,795653","2,004105","177,5258"
205,"4056,4289","H","2,795653","2,004105","177,5258"
206,"4075,985","H","2,67867","1,891852","177,5211"
207,"4095,5256","H","2,67867","1,891852","177,5211"
208,"4115,3094","H","2,67867","1,891852","177,5211"
209,"4136,142","H","2,67867","1,891852","177,5211"
210,"4156,8622","H","2,67867","1,891852","177,5211"
211,"4177,5143","H","2,67867","1,891852","177,5211"
212,"4196,1243","H","2,676834","1,894573","177,6358"
213,"4216,7511","H","2,676834","1,894573","177,6358"
214,"4236,1669","H","2,676834","1,894573","177,6358"
215,"4256,0179","H","2,676834","1,894573","177,6358"
216,"4276,7508","H","2,676834","1,894573","177,6358"
