Var1,Var2,Var3,Var11,Var12,Var13
120,"2342,8644","H","1,094822","357,3438","177,7976"
121,"2362,7147","H","1,094822","357,3438","177,7976"
122,"2383,4258","H","1,094822","357,3438","177,7976"
123,"2401,4523","H","1,094822","357,3438","177,7976"
124,"2420,9517","H","1,094822","357,3438","177,7976"
125,"2442,2975","H","1,094822","357,3438","177,7976"
126,"2462,0102","H","1,094822","357,3438","177,7976"
127,"2481,0562","H","1,094822","357,3438","177,7976"
128,"2502,0227","H","1,211528","357,4561","177,7961"
129,"2521,6522","H","1,211528","357,4561","177,7961"
130,"2541,8948","H","1,211528","357,4561","177,7961"
131,"2562,7248","H","1,211528","357,4561","177,7961"
132,"2582,3772","H","1,211528","357,4561","177,7961"
133,"2602,6003","H","1,211528","357,4561","177,7961"
134,"2621,9592","H","1,211528","357,4561","177,7961"
135,"2643,13","H","1,211528","357,4561","177,7961"
136,"2662,3318","H","1,211528","357,4561","177,7961"
137,"2681,8114","H","1,211528","357,4561","177,7961"
138,"2701,7392","H","1,211528","357,4561","177,7961"
139,"2722,1944","H","1,211528","357,4561","177,7961"
140,"2742,6996","H","1,214092","357,4572","177,9106"
141,"2761,8355","H","1,214092","357,4572","177,9106"
142,"2781,6762","H","1,214092","357,4572","177,9106"
143,"2801,7004","H","1,214092","357,4572","177,9106"
144,"2822,7818","H","1,214092","357,4572","177,9106"
145,"2842,7908","H","1,097496","357,3448","177,9121"
146,"2862,0184","H","1,097496","357,3448","177,9121"
147,"2882,1607","H","1,097496","357,3448","177,9121"
148,"2901,6181","H","1,097496","357,3448","177,9121"
149,"2920,8515","H","1,097496","357,3448","177,9121"
150,"2942,9953","H","1,097496","357,3448","177,9121"
151,"2961,8521","H","1,097496","357,3448","177,9121"
152,"2981,9784","H","1,097496","357,3448","177,9121"
153,"3002,0835","H","1,097496","357,3448","177,9121"
154,"3022,2635","H","1,097496","357,3448","177,9121"
155,"3041,6947","H","1,097496","357,3448","177,9121"
156,"3062,0049","H","1,095384","357,2303","177,9111"
157,"3082,1109","H","1,095384","357,2303","177,9111"
158,"3102,1977","H","1,095384","357,2303","177,9111"
159,"3121,735","H","1,095384","357,2303","177,9111"
160,"3142,1732","H","1,095384","357,2303","177,9111"
161,"3161,8243","H","1,095384","357,2303","177,9111"
162,"3181,8182","H","1,094309","357,1129","177,9079"
163,"3201,7012","H","1,094309","357,1129","177,9079"
164,"3222,5348","H","1,094309","357,1129","177,9079"
165,"3242,3302","H","1,094309","357,1129","177,9079"
166,"3261,6844","H","1,094309","357,1129","177,9079"
167,"3281,7003","H","1,094309","357,1129","177,9079"
168,"3302,3943","H","1,09521","356,9994","178,0215"
169,"3321,6951","H","1,09521","356,9994","178,0215"
170,"3341,6528","H","1,09521","356,9994","178,0215"
171,"3362,8431","H","1,09521","356,9994","178,0215"
172,"3382,5615","H","1,09521","356,9994","178,0215"
173,"3401,2652","H","0,9826259","357,116","178,0255"
174,"3421,7819","H","0,9826259","357,116","178,0255"
175,"3441,6622","H","0,9826259","357,116","178,0255"
176,"3462,7295","H","0,9826259","357,116","178,0255"
177,"3482,3148","H","0,9826259","357,116","178,0255"
178,"3503,0514","H","0,9826259","357,116","178,0255"
179,"3521,8297","H","1,100954","357,2325","178,1401"
180,"3542,8515","H","1,100954","357,2325","178,1401"
181,"3563,0446","H","1,100954","357,2325","178,1401"
182,"3582,6059","H","1,100954","357,2325","178,1401"
183,"3601,5596","H","1,100954","357,2325","178,1401"
184,"3620,7429","H","1,113125","357,6927","178,3734"
185,"3641,6042","H","1,113125","357,6927","178,3734"
186,"3661,9842","H","1,113125","357,6927","178,3734"
187,"3682,0239","H","1,113125","357,6927","178,3734"
188,"3701,7656","H","1,113125","357,6927","178,3734"
189,"3722,0461","H","1,113125","357,6927","178,3734"
190,"3741,9288","H","1,120037","358,0374","178,4912"
191,"3762,159","H","1,120037","358,0374","178,4912"
192,"3782,6603","H","1,120037","358,0374","178,4912"
193,"3802,6342","H","1,120037","358,0374","178,4912"
194,"3822,8026","H","1,120037","358,0374","178,4912"
195,"3841,5734","H","1,124609","358,381","178,4945"
196,"3862,6645","H","1,124609","358,381","178,4945"
197,"3881,7075","H","1,124609","358,381","178,4945"
198,"3900,7158","H","1,124609","358,381","178,4945"
199,"3922,7365","H","1,124609","358,381","178,4945"
200,"3941,7598","H","1,124609","358,381","178,4945"
201,"3962,3386","H","1,126129","358,4956","178,4956"
202,"3981,8863","H","1,126129","358,4956","178,4956"
203,"4001,1518","H","1,126129","358,4956","178,4956"
204,"4021,2788","H","1,126129","358,4956","178,4956"
205,"4041,9392","H","1,126129","358,4956","178,4956"
206,"4061,6837","H","1,124609","358,381","178,4945"
207,"4082,2279","H","1,124609","358,381","178,4945"
208,"4102,8654","H","1,124609","358,381","178,4945"
209,"4122,2502","H","1,124609","358,381","178,4945"
210,"4141,9422","H","1,124609","358,381","178,4945"
211,"4160,9001","H","1,124609","358,381","178,4945"
212,"4181,7361","H","1,124609","358,381","178,4945"
213,"4203,2449","H","1,124609","358,381","178,4945"
214,"4221,8483","H","1,124609","358,381","178,4945"
215,"4242,6508","H","1,124609","358,381","178,4945"
216,"4261,7736","H","1,124609","358,381","178,4945"
217,"4281,8845","H","1,124609","358,381","178,4945"
218,"4301,579","H","1,113498","357,3513","178,5992"
219,"4322,9182","H","1,113498","357,3513","178,5992"
220,"4342,1655","H","1,113498","357,3513","178,5992"
221,"4362,1355","H","1,113498","357,3513","178,5992"
222,"4381,3813","H","1,113498","357,3513","178,5992"
223,"4402,0566","H","1,439218","354,599","178,8998"
224,"4422,2684","H","1,439218","354,599","178,8998"
225,"4441,7168","H","1,439218","354,599","178,8998"
226,"4462,2095","H","1,439218","354,599","178,8998"
227,"4481,671","H","1,439218","354,599","178,8998"
228,"4501,7687","H","1,439218","354,599","178,8998"
229,"4522,6796","H","1,665357","351,7271","179,1899"
230,"4542,2442","H","1,665357","351,7271","179,1899"
231,"4562,3354","H","1,665357","351,7271","179,1899"
232,"4582,0525","H","1,665357","351,7271","179,1899"
233,"4602,2029","H","1,665357","351,7271","179,1899"
234,"4621,3598","H","1,775035","349,7762","179,2659"
235,"4643,185","H","1,775035","349,7762","179,2659"
236,"4661,8493","H","1,775035","349,7762","179,2659"
237,"4681,4569","H","1,775035","349,7762","179,2659"
238,"4701,6444","H","1,775035","349,7762","179,2659"
239,"4721,7806","H","1,775035","349,7762","179,2659"
240,"4741,9827","H","2,019342","345,8552","179,5184"
241,"4761,793","H","2,019342","345,8552","179,5184"
242,"4782,3554","H","2,019342","345,8552","179,5184"
243,"4801,2546","H","2,019342","345,8552","179,5184"
244,"4821,3926","H","2,019342","345,8552","179,5184"
245,"4841,9565","H","2,730272","340,4073","179,6448"
246,"4862,1282","H","2,730272","340,4073","179,6448"
247,"4882,816","H","2,730272","340,4073","179,6448"
248,"4902,2539","H","2,730272","340,4073","179,6448"
249,"4922,2595","H","2,730272","340,4073","179,6448"
250,"4942,147","H","2,730272","340,4073","179,6448"
251,"4963,1775","H","3,129123","334,4381","179,29"
252,"4981,7593","H","3,129123","334,4381","179,29"
253,"5001,5473","H","3,129123","334,4381","179,29"
254,"5022,651","H","3,129123","334,4381","179,29"
255,"5042,8497","H","3,129123","334,4381","179,29"
256,"5061,7656","H","3,554713","327,6714","179,0887"
257,"5081,7335","H","3,554713","327,6714","179,0887"
258,"5101,4337","H","3,554713","327,6714","179,0887"
259,"5122,6434","H","3,554713","327,6714","179,0887"
260,"5142,1689","H","3,554713","327,6714","179,0887"
261,"5162,4445","H","3,554713","327,6714","179,0887"
262,"5181,7108","H","3,645905","321,5386","178,9706"
263,"5202,806","H","3,645905","321,5386","178,9706"
264,"5223,3111","H","3,645905","321,5386","178,9706"
265,"5241,6396","H","3,645905","321,5386","178,9706"
266,"5262,7469","H","3,645905","321,5386","178,9706"
267,"5281,7608","H","3,645905","321,5386","178,9706"
268,"5302,7061","H","3,03726","317,3535","178,3218"
269,"5321,7568","H","3,03726","317,3535","178,3218"
270,"5342,2959","H","3,03726","317,3535","178,3218"
271,"5362,6122","H","3,03726","317,3535","178,3218"
272,"5381,6929","H","3,03726","317,3535","178,3218"
273,"5401,3127","H","1,971633","315,0359","177,5719"
274,"5421,8073","H","1,971633","315,0359","177,5719"
275,"5440,9363","H","1,971633","315,0359","177,5719"
276,"5462,5358","H","1,971633","315,0359","177,5719"
277,"5482,0793","H","1,971633","315,0359","177,5719"
278,"5502,2174","H","1,971633","315,0359","177,5719"
279,"5522,9109","H","1,413627","314,1698","177,1631"
280,"5541,3884","H","1,413627","314,1698","177,1631"
281,"5561,5969","H","1,413627","314,1698","177,1631"
282,"5581,8085","H","1,413627","314,1698","177,1631"
283,"5602,2673","H","1,413627","314,1698","177,1631"
284,"5622,8152","H","1,197838","315,0452","176,9005"
285,"5642,2323","H","1,197838","315,0452","176,9005"
286,"5661,7166","H","1,197838","315,0452","176,9005"
287,"5681,693","H","1,197838","315,0452","176,9005"
