Var1,Var2,Var3,Var11,Var12,Var13
126,"2474,878","H","3,455342","36,43601","189,7129"
127,"2494,1375","H","3,455342","36,43601","189,7129"
128,"2514,8757","H","3,294386","29,60509","187,7499"
129,"2534,8289","H","3,294386","29,60509","187,7499"
130,"2554,3269","H","3,294386","29,60509","187,7499"
131,"2575,2256","H","3,294386","29,60509","187,7499"
132,"2595,3736","H","3,294386","29,60509","187,7499"
133,"2614,8639","H","3,294386","29,60509","187,7499"
134,"2635,3331","H","3,294386","29,60509","187,7499"
135,"2656,0578","H","3,294386","29,60509","187,7499"
136,"2674,6552","H","3,294386","29,60509","187,7499"
137,"2694,714","H","3,294386","29,60509","187,7499"
138,"2714,9134","H","3,294386","29,60509","187,7499"
139,"2735,06","H","3,294386","29,60509","187,7499"
140,"2755,9054","H","3,294386","29,60509","187,7499"
141,"2774,4033","H","3,294386","29,60509","187,7499"
142,"2794,5159","H","3,294386","29,60509","187,7499"
143,"2815,0303","H","3,294386","29,60509","187,7499"
144,"2834,7798","H","3,294386","29,60509","187,7499"
145,"2854,6451","H","3,249063","25,09639","187,07"
146,"2873,775","H","3,249063","25,09639","187,07"
147,"2894,7393","H","3,249063","25,09639","187,07"
148,"2915,4431","H","3,249063","25,09639","187,07"
149,"2934,4884","H","3,249063","25,09639","187,07"
150,"2955,269","H","3,249063","25,09639","187,07"
151,"2975,1322","H","2,325799","21,04924","186,9665"
152,"2994,0141","H","2,325799","21,04924","186,9665"
153,"3014,7098","H","2,325799","21,04924","186,9665"
154,"3034,9719","H","2,325799","21,04924","186,9665"
155,"3056,0631","H","2,325799","21,04924","186,9665"
156,"3074,8213","H","1,790409","17,61027","186,4248"
157,"3094,497","H","1,790409","17,61027","186,4248"
158,"3114,5739","H","1,790409","17,61027","186,4248"
159,"3134,3887","H","1,790409","17,61027","186,4248"
160,"3155,1253","H","1,790409","17,61027","186,4248"
161,"3175,9736","H","1,790409","17,61027","186,4248"
162,"3194,8251","H","1,677072","15,42507","187,286"
163,"3216,2927","H","1,677072","15,42507","187,286"
164,"3234,6015","H","1,677072","15,42507","187,286"
165,"3254,7142","H","1,677072","15,42507","187,286"
166,"3275,1125","H","1,677072","15,42507","187,286"
167,"3294,2985","H","1,677072","15,42507","187,286"
168,"3314,791","H","1,871531","13,92949","187,3885"
169,"3334,815","H","1,871531","13,92949","187,3885"
170,"3354,973","H","1,871531","13,92949","187,3885"
171,"3374,9441","H","1,871531","13,92949","187,3885"
172,"3394,5585","H","1,871531","13,92949","187,3885"
173,"3414,832","H","2,376391","11,62826","186,1222"
174,"3434,8115","H","2,376391","11,62826","186,1222"
175,"3454,515","H","2,376391","11,62826","186,1222"
176,"3475,9792","H","2,376391","11,62826","186,1222"
177,"3495,9067","H","2,376391","11,62826","186,1222"
178,"3515,1577","H","2,376391","11,62826","186,1222"
179,"3536,2142","H","2,666565","9,503869","183,9021"
180,"3554,4028","H","2,666565","9,503869","183,9021"
181,"3574,5343","H","2,666565","9,503869","183,9021"
182,"3594,5492","H","2,666565","9,503869","183,9021"
183,"3614,7475","H","2,666565","9,503869","183,9021"
184,"3634,9531","H","2,666565","9,503869","183,9021"
185,"3654,8463","H","3,748432","9,296059","183,4105"
186,"3675,9738","H","3,748432","9,296059","183,4105"
187,"3694,5009","H","3,748432","9,296059","183,4105"
188,"3715,0763","H","3,748432","9,296059","183,4105"
189,"3734,8908","H","3,748432","9,296059","183,4105"
190,"3756,0636","H","2,874818","9,867121","184,0473"
191,"3775,8927","H","2,874818","9,867121","184,0473"
192,"3794,4665","H","2,874818","9,867121","184,0473"
193,"3814,314","H","2,874818","9,867121","184,0473"
194,"3834,6359","H","2,874818","9,867121","184,0473"
195,"3854,4007","H","2,874818","9,867121","184,0473"
196,"3875,1653","H","2,919094","12,83119","186,9055"
197,"3894,7918","H","2,919094","12,83119","186,9055"
198,"3914,5212","H","2,919094","12,83119","186,9055"
199,"3934,7974","H","2,919094","12,83119","186,9055"
200,"3954,577","H","2,919094","12,83119","186,9055"
201,"3974,53","H","2,143071","15,27599","189,0848"
202,"3994,6429","H","2,143071","15,27599","189,0848"
203,"4014,884","H","2,143071","15,27599","189,0848"
204,"4035,27","H","2,143071","15,27599","189,0848"
205,"4054,1951","H","2,143071","15,27599","189,0848"
206,"4074,2604","H","2,143071","15,27599","189,0848"
207,"4094,6573","H","1,847706","16,74247","188,7319"
208,"4114,464","H","1,847706","16,74247","188,7319"
209,"4134,3974","H","1,847706","16,74247","188,7319"
210,"4155,345","H","1,847706","16,74247","188,7319"
211,"4174,4356","H","1,847706","16,74247","188,7319"
212,"4195,1883","H","1,101131","18,08008","188,4208"
213,"4216,0012","H","1,101131","18,08008","188,4208"
214,"4236,2229","H","1,101131","18,08008","188,4208"
215,"4254,5484","H","1,101131","18,08008","188,4208"
216,"4276,1711","H","1,101131","18,08008","188,4208"
217,"4294,7369","H","1,101131","18,08008","188,4208"
218,"4314,0902","H","0,07133569","20,21441","188,7477"
219,"4334,9241","H","0,07133569","20,21441","188,7477"
220,"4355,59","H","0,07133569","20,21441","188,7477"
221,"4376,1445","H","0,07133569","20,21441","188,7477"
222,"4394,3169","H","0,07133569","20,21441","188,7477"
223,"4414,4837","H","359,1515","23,31391","189,7796"
224,"4435,0181","H","359,1515","23,31391","189,7796"
225,"4455,1915","H","359,1515","23,31391","189,7796"
226,"4476,1081","H","359,1515","23,31391","189,7796"
