Var1,Var2,Var3,Var11,Var12,Var13
118,"2320,7036","H","359,9434","4,356002","181,489"
119,"2341,1579","H","359,9434","4,356002","181,489"
120,"2360,8116","H","359,9434","4,356002","181,489"
121,"2379,8511","H","359,9434","4,356002","181,489"
122,"2402,4422","H","359,9434","4,356002","181,489"
123,"2419,9589","H","359,9434","4,356002","181,489"
124,"2440,7871","H","359,9434","4,356002","181,489"
125,"2459,7746","H","359,9434","4,356002","181,489"
126,"2481,0282","H","359,9738","4,356581","180,6872"
127,"2500,779","H","359,9738","4,356581","180,6872"
128,"2518,8992","H","359,9738","4,356581","180,6872"
129,"2539,3591","H","359,9738","4,356581","180,6872"
130,"2559,8622","H","359,9738","4,356581","180,6872"
131,"2581,0283","H","359,9738","4,356581","180,6872"
132,"2600,0102","H","359,9765","4,700202","180,5726"
133,"2620,8659","H","359,9765","4,700202","180,5726"
134,"2639,8999","H","359,9765","4,700202","180,5726"
135,"2659,9306","H","359,9765","4,700202","180,5726"
136,"2679,8898","H","359,9765","4,700202","180,5726"
137,"2699,0257","H","359,9765","4,700202","180,5726"
138,"2719,5202","H","359,9771","4,585686","180,5726"
139,"2740,3732","H","359,9771","4,585686","180,5726"
140,"2759,0894","H","359,9771","4,585686","180,5726"
141,"2779,7993","H","359,9771","4,585686","180,5726"
142,"2801,4366","H","359,9771","4,585686","180,5726"
143,"2819,1729","H","359,8566","4,126641","180,7978"
144,"2840,8223","H","359,8566","4,126641","180,7978"
145,"2859,8646","H","359,8566","4,126641","180,7978"
146,"2879,5095","H","359,8566","4,126641","180,7978"
147,"2900,5071","H","359,8566","4,126641","180,7978"
148,"2919,5841","H","359,8566","4,126641","180,7978"
149,"2939,9672","H","359,6251","3,895548","180,9049"
150,"2958,9493","H","359,6251","3,895548","180,9049"
151,"2979,7682","H","359,6251","3,895548","180,9049"
152,"2999,9744","H","359,6251","3,895548","180,9049"
153,"3020,1084","H","359,6251","3,895548","180,9049"
154,"3039,1731","H","359,6242","4,010112","180,9045"
155,"3059,586","H","359,6242","4,010112","180,9045"
156,"3078,9665","H","359,6242","4,010112","180,9045"
157,"3099,9656","H","359,6242","4,010112","180,9045"
158,"3120,4714","H","359,6242","4,010112","180,9045"
159,"3139,1236","H","359,6242","4,010112","180,9045"
160,"3161,0524","H","359,737","4,240109","180,9079"
161,"3181,0032","H","359,737","4,240109","180,9079"
162,"3200,0271","H","359,737","4,240109","180,9079"
163,"3220,2793","H","359,737","4,240109","180,9079"
164,"3240,6886","H","359,737","4,240109","180,9079"
165,"3260,5","H","359,737","4,240109","180,9079"
166,"3280,512","H","359,9687","4,471055","180,8017"
167,"3300,6488","H","359,9687","4,471055","180,8017"
168,"3320,7045","H","359,9687","4,471055","180,8017"
169,"3340,519","H","359,9687","4,471055","180,8017"
170,"3360,4349","H","359,9687","4,471055","180,8017"
171,"3380,2034","H","359,9725","4,585636","180,6871"
172,"3400,5417","H","359,9725","4,585636","180,6871"
173,"3419,6641","H","359,9725","4,585636","180,6871"
174,"3440,7326","H","359,9725","4,585636","180,6871"
175,"3459,0995","H","359,9725","4,585636","180,6871"
176,"3479,2094","H","359,9725","4,585636","180,6871"
177,"3499,7273","H","0,09617911","4,586189","180,4627"
178,"3520,1973","H","0,09617911","4,586189","180,4627"
179,"3540,9703","H","0,09617911","4,586189","180,4627"
180,"3560,4501","H","0,09617911","4,586189","180,4627"
181,"3579,9546","H","0,09617911","4,586189","180,4627"
182,"3600,8523","H","359,9817","4,585728","180,4581"
183,"3620,2064","H","359,9817","4,585728","180,4581"
184,"3640,5677","H","359,9817","4,585728","180,4581"
185,"3659,4906","H","359,9817","4,585728","180,4581"
186,"3681,1422","H","359,9817","4,585728","180,4581"
187,"3700,7951","H","359,9817","4,585728","180,4581"
188,"3720,0796","H","359,8676","4,47075","180,4537"
189,"3740,4579","H","359,8676","4,47075","180,4537"
190,"3760,3037","H","359,8676","4,47075","180,4537"
191,"3780,2631","H","359,8676","4,47075","180,4537"
192,"3800,9023","H","359,8676","4,47075","180,4537"
193,"3820,4189","H","359,8676","4,47075","180,4537"
194,"3840,3746","H","359,7486","4,470037","180,5637"
195,"3859,7898","H","359,7486","4,470037","180,5637"
196,"3880,526","H","359,7486","4,470037","180,5637"
197,"3900,1568","H","359,7486","4,470037","180,5637"
198,"3921,1666","H","359,7486","4,470037","180,5637"
199,"3939,2861","H","359,8542","4,47026","180,7972"
200,"3961,1513","H","359,8542","4,47026","180,7972"
201,"3979,0455","H","359,8542","4,47026","180,7972"
202,"4000,6358","H","359,8542","4,47026","180,7972"
203,"4020,0274","H","359,8542","4,47026","180,7972"
204,"4040,5124","H","359,8542","4,47026","180,7972"
205,"4059,755","H","359,8463","4,35536","181,0265"
206,"4079,5926","H","359,8463","4,35536","181,0265"
207,"4099,9026","H","359,8463","4,35536","181,0265"
208,"4120,3315","H","359,8463","4,35536","181,0265"
209,"4140,5275","H","359,8463","4,35536","181,0265"
210,"4160,1599","H","359,9564","4,356302","181,1454"
211,"4179,7239","H","359,9564","4,356302","181,1454"
212,"4200,1701","H","359,9564","4,356302","181,1454"
213,"4220,8241","H","359,9564","4,356302","181,1454"
214,"4241,1973","H","359,9564","4,356302","181,1454"
215,"4260,6687","H","359,9564","4,356302","181,1454"
216,"4280,3358","H","0,07428478","4,471945","181,0352"
217,"4300,5747","H","0,07428478","4,471945","181,0352"
218,"4321,6775","H","0,07428478","4,471945","181,0352"
219,"4341,4461","H","0,07428478","4,471945","181,0352"
