Sample;Time;Device;X;Y;Z;qX;qY;qZ;qW;x;y;z
0;0; Device
1;11,0391; 18/10/2021 18:13:48
2;12,1878;H;0;1,5;0;1;0;0;0;0;0;0
2;12,1878;L;0;1;0;1;0;0;0;0;0;0
2;12,1878;R;0;1;0;1;0;0;0;0;0;0
3;24,3591;H;0;1,5;0;1;0;0;0;0;0;0
3;24,3591;L;0;1;0;1;0;0;0;0;0;0
3;24,3591;R;0;1;0;1;0;0;0;0;0;0
4;44,5624;H;0;1,5;0;1;0;0;0;0;0;0
4;44,5624;L;34,971;0,777;25,396;0,9314029;0,2491078;0,1930835;-0,1820788;32,29999;18,55413;343,294
4;44,5624;R;0;1;0;1;0;0;0;0;0;0
5;63,7702;H;0;1,5;0;1;0;0;0;0;0;0
5;63,7702;L;34,971;0,777;25,396;0,9314029;0,2491078;0,1930835;-0,1820788;32,29999;18,55413;343,294
5;63,7702;R;0;1;0;1;0;0;0;0;0;0
6;83,5119;H;0;1,5;0;1;0;0;0;0;0;0
6;83,5119;L;34,971;0,777;25,396;0,9314029;0,2491078;0,1930835;-0,1820788;32,29999;18,55413;343,294
6;83,5119;R;0;1;0;1;0;0;0;0;0;0
7;103,1879;H;0;1,5;0;1;0;0;0;0;0;0
7;103,1879;L;34,971;0,777;25,396;0,9314029;0,2491078;0,1930835;-0,1820788;32,29999;18,55413;343,294
7;103,1879;R;0;1;0;1;0;0;0;0;0;0
8;123,4025;H;0;1,5;0;1;0;0;0;0;0;0
8;123,4025;L;34,971;0,777;25,396;0,9314029;0,2491078;0,1930835;-0,1820788;32,29999;18,55413;343,294
8;123,4025;R;0;1;0;1;0;0;0;0;0;0
9;142,8745;H;0;1,5;0;1;0;0;0;0;0;0
9;142,8745;L;34,971;0,777;25,396;0,9314029;0,2491078;0,1930835;-0,1820788;32,29999;18,55413;343,294
9;142,8745;R;0;1;0;1;0;0;0;0;0;0
10;164,4844;H;0;1,5;0;1;0;0;0;0;0;0
10;164,4844;L;34,971;0,777;25,396;0,9314029;0,2491078;0,1930835;-0,1820788;32,29999;18,55413;343,294
10;164,4844;R;0;1;0;1;0;0;0;0;0;0
11;183,2768;H;0;1,5;0;1;0;0;0;0;0;0
11;183,2768;L;34,971;0,777;25,396;0,9314029;0,2491078;0,1930835;-0,1820788;32,29999;18,55413;343,294
11;183,2768;R;0;1;0;1;0;0;0;0;0;0
12;203,2237;H;0;1,5;0;1;0;0;0;0;0;0
12;203,2237;L;34,971;0,777;25,396;0,9314029;0,2491078;0,1930835;-0,1820788;32,29999;18,55413;343,294
12;203,2237;R;0;1;0;1;0;0;0;0;0;0
13;223,3747;H;0;1,5;0;1;0;0;0;0;0;0
13;223,3747;L;34,971;0,777;25,396;0,9314029;0,2491078;0,1930835;-0,1820788;32,29999;18,55413;343,294
13;223,3747;R;0;1;0;1;0;0;0;0;0;0
14;243,3049;H;0;1,5;0;1;0;0;0;0;0;0
14;243,3049;L;34,971;0,777;25,396;0,9314029;0,2491078;0,1930835;-0,1820788;32,29999;18,55413;343,294
14;243,3049;R;0;1;0;1;0;0;0;0;0;0
15;264,9695;H;0;1,5;0;1;0;0;0;0;0;0
15;264,9695;L;34,971;0,777;25,396;0,9314029;0,2491078;0,1930835;-0,1820788;32,29999;18,55413;343,294
15;264,9695;R;0;1;0;1;0;0;0;0;0;0
16;283,0088;H;0;1,5;0;1;0;0;0;0;0;0
16;283,0088;L;34,971;0,777;25,396;0,9314029;0,2491078;0,1930835;-0,1820788;32,29999;18,55413;343,294
16;283,0088;R;0;1;0;1;0;0;0;0;0;0
17;302,655;H;0;1,5;0;1;0;0;0;0;0;0
17;302,655;L;34,971;0,777;25,396;0,9314029;0,2491078;0,1930835;-0,1820788;32,29999;18,55413;343,294
17;302,655;R;0;1;0;1;0;0;0;0;0;0
18;324,5033;H;0;1,5;0;1;0;0;0;0;0;0
18;324,5033;L;34,971;0,777;25,396;0,9314029;0,2491078;0,1930835;-0,1820788;32,29999;18,55413;343,294
18;324,5033;R;0;1;0;1;0;0;0;0;0;0
19;343,6442;H;0;1,5;0;1;0;0;0;0;0;0
19;343,6442;L;34,971;0,777;25,396;0,9314029;0,2491078;0,1930835;-0,1820788;32,29999;18,55413;343,294
19;343,6442;R;0;1;0;1;0;0;0;0;0;0
