Sample;Time;Device;X;Y;Z;qX;qY;qZ;qW;x;y;z
0;0; Device
1;13,0864; 10/11/2021 10:07:40
2;13,0864;H;0;1,5;0;1;0;0;0;0;0;0
2;13,0864;L;0;1;0;1;0;0;0;0;0;0
2;13,0864;R;0;1;0;1;0;0;0;0;0;0
3;24,5681;H;0;1,5;0;1;0;0;0;0;0;0
3;24,5681;L;0;1;0;1;0;0;0;0;0;0
3;24,5681;R;0;1;0;1;0;0;0;0;0;0
4;44,1891;H;0;1,5;0;1;0;0;0;0;0;0
4;44,1891;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
4;44,1891;R;0;1;0;1;0;0;0;0;0;0
5;63,7479;H;0;1,5;0;1;0;0;0;0;0;0
5;63,7479;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
5;63,7479;R;0;1;0;1;0;0;0;0;0;0
6;83,1362;H;0;1,5;0;1;0;0;0;0;0;0
6;83,1362;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
6;83,1362;R;0;1;0;1;0;0;0;0;0;0
7;102,9896;H;0;1,5;0;1;0;0;0;0;0;0
7;102,9896;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
7;102,9896;R;0;1;0;1;0;0;0;0;0;0
8;123,9715;H;0;1,5;0;1;0;0;0;0;0;0
8;123,9715;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
8;123,9715;R;0;1;0;1;0;0;0;0;0;0
9;144,5055;H;0;1,5;0;1;0;0;0;0;0;0
9;144,5055;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
9;144,5055;R;0;1;0;1;0;0;0;0;0;0
10;164,4065;H;0;1,5;0;1;0;0;0;0;0;0
10;164,4065;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
10;164,4065;R;0;1;0;1;0;0;0;0;0;0
11;184,4917;H;0;1,5;0;1;0;0;0;0;0;0
11;184,4917;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
11;184,4917;R;0;1;0;1;0;0;0;0;0;0
12;204,2417;H;0;1,5;0;1;0;0;0;0;0;0
12;204,2417;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
12;204,2417;R;0;1;0;1;0;0;0;0;0;0
13;223,2421;H;0;1,5;0;1;0;0;0;0;0;0
13;223,2421;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
13;223,2421;R;0;1;0;1;0;0;0;0;0;0
14;243,8241;H;0;1,5;0;1;0;0;0;0;0;0
14;243,8241;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
14;243,8241;R;0;1;0;1;0;0;0;0;0;0
15;263,5048;H;0;1,5;0;1;0;0;0;0;0;0
15;263,5048;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
15;263,5048;R;0;1;0;1;0;0;0;0;0;0
16;283,0968;H;0;1,5;0;1;0;0;0;0;0;0
16;283,0968;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
16;283,0968;R;0;1;0;1;0;0;0;0;0;0
17;304,5492;H;0;1,5;0;1;0;0;0;0;0;0
17;304,5492;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
17;304,5492;R;0;1;0;1;0;0;0;0;0;0
18;324,2536;H;0;1,5;0;1;0;0;0;0;0;0
18;324,2536;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
18;324,2536;R;0;1;0;1;0;0;0;0;0;0
19;344,65;H;0;1,5;0;1;0;0;0;0;0;0
19;344,65;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
19;344,65;R;0;1;0;1;0;0;0;0;0;0
20;364,7008;H;0;1,5;0;1;0;0;0;0;0;0
20;364,7008;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
20;364,7008;R;0;1;0;1;0;0;0;0;0;0
21;383,7569;H;0;1,5;0;1;0;0;0;0;0;0
21;383,7569;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
21;383,7569;R;0;1;0;1;0;0;0;0;0;0
22;404,0342;H;0;1,5;0;1;0;0;0;0;0;0
22;404,0342;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
22;404,0342;R;0;1;0;1;0;0;0;0;0;0
23;424,3133;H;0;1,5;0;1;0;0;0;0;0;0
23;424,3133;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
23;424,3133;R;0;1;0;1;0;0;0;0;0;0
24;442,9922;H;0;1,5;0;1;0;0;0;0;0;0
24;442,9922;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
24;442,9922;R;0;1;0;1;0;0;0;0;0;0
25;464,2255;H;0;1,5;0;1;0;0;0;0;0;0
25;464,2255;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
25;464,2255;R;0;1;0;1;0;0;0;0;0;0
26;483,9026;H;0;1,5;0;1;0;0;0;0;0;0
26;483,9026;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
26;483,9026;R;0;1;0;1;0;0;0;0;0;0
27;504,9566;H;0;1,5;0;1;0;0;0;0;0;0
27;504,9566;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
27;504,9566;R;0;1;0;1;0;0;0;0;0;0
28;524,1593;H;0;1,5;0;1;0;0;0;0;0;0
28;524,1593;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
28;524,1593;R;0;1;0;1;0;0;0;0;0;0
29;544,4892;H;0;1,5;0;1;0;0;0;0;0;0
29;544,4892;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
29;544,4892;R;0;1;0;1;0;0;0;0;0;0
30;563,6146;H;0;1,5;0;1;0;0;0;0;0;0
30;563,6146;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
30;563,6146;R;0;1;0;1;0;0;0;0;0;0
31;584,4479;H;0;1,5;0;1;0;0;0;0;0;0
31;584,4479;L;35,103;0,761;24,86;0,8480538;0,3820243;0,2340149;-0,283018;51,2986;16,79564;331,1992
31;584,4479;R;0;1;0;1;0;0;0;0;0;0
32;604,5857;H;0;1,5;0;1;0;0;0;0;0;0
