Sample;Time;Device;X;Y;Z;qX;qY;qZ;qW;x;y;z
0;0; Device
1;11,8232; 15/11/2021 12:02:02
2;11,8232;H;0;1,5;0;1;0;0;0;0;0;0
2;11,8232;L;0;1;0;1;0;0;0;0;0;0
2;11,8232;R;0;1;0;1;0;0;0;0;0;0
3;24,496;H;0;1,5;0;1;0;0;0;0;0;0
3;24,496;L;0;1;0;1;0;0;0;0;0;0
3;24,496;R;0;1;0;1;0;0;0;0;0;0
4;44,6692;H;0;1,5;0;1;0;0;0;0;0;0
4;44,6692;L;35,11;1,256;25,219;0,9981996;-0,0540108;-0,0020004;0,0260052;353,8159;359,6079;3,005855
4;44,6692;R;0;1;0;1;0;0;0;0;0;0
5;65,8078;H;0;1,5;0;1;0;0;0;0;0;0
5;65,8078;L;35,11;1,256;25,219;0,9981996;-0,0540108;-0,0020004;0,0260052;353,8159;359,6079;3,005855
5;65,8078;R;0;1;0;1;0;0;0;0;0;0
6;85,2952;H;0;1,5;0;1;0;0;0;0;0;0
6;85,2952;L;35,11;1,256;25,219;0,9981996;-0,0540108;-0,0020004;0,0260052;353,8159;359,6079;3,005855
6;85,2952;R;0;1;0;1;0;0;0;0;0;0
7;105,0861;H;0;1,5;0;1;0;0;0;0;0;0
7;105,0861;L;35,11;1,256;25,219;0,9981996;-0,0540108;-0,0020004;0,0260052;353,8159;359,6079;3,005855
7;105,0861;R;0;1;0;1;0;0;0;0;0;0
8;124,4466;H;0;1,5;0;1;0;0;0;0;0;0
8;124,4466;L;35,11;1,256;25,219;0,9981996;-0,0540108;-0,0020004;0,0260052;353,8159;359,6079;3,005855
8;124,4466;R;0;1;0;1;0;0;0;0;0;0
9;144,5599;H;0;1,5;0;1;0;0;0;0;0;0
9;144,5599;L;35,11;1,256;25,219;0,9981996;-0,0540108;-0,0020004;0,0260052;353,8159;359,6079;3,005855
9;144,5599;R;0;1;0;1;0;0;0;0;0;0
10;164,6535;H;0;1,5;0;1;0;0;0;0;0;0
10;164,6535;L;35,11;1,256;25,219;0,9981996;-0,0540108;-0,0020004;0,0260052;353,8159;359,6079;3,005855
10;164,6535;R;0;1;0;1;0;0;0;0;0;0
11;185,3137;H;0;1,5;0;1;0;0;0;0;0;0
11;185,3137;L;35,11;1,256;25,219;0,9981996;-0,0540108;-0,0020004;0,0260052;353,8159;359,6079;3,005855
11;185,3137;R;0;1;0;1;0;0;0;0;0;0
12;206,8939;H;0;1,5;0;1;0;0;0;0;0;0
12;206,8939;L;35,11;1,256;25,219;0,9981996;-0,0540108;-0,0020004;0,0260052;353,8159;359,6079;3,005855
12;206,8939;R;0;1;0;1;0;0;0;0;0;0
13;225,4849;H;0;1,5;0;1;0;0;0;0;0;0
13;225,4849;L;35,11;1,256;25,219;0,9981996;-0,0540108;-0,0020004;0,0260052;353,8159;359,6079;3,005855
13;225,4849;R;0;1;0;1;0;0;0;0;0;0
14;244,4171;H;0;1,5;0;1;0;0;0;0;0;0
14;244,4171;L;35,11;1,256;25,219;0,9981996;-0,0540108;-0,0020004;0,0260052;353,8159;359,6079;3,005855
14;244,4171;R;0;1;0;1;0;0;0;0;0;0
15;264,5478;H;0;1,5;0;1;0;0;0;0;0;0
15;264,5478;L;35,11;1,256;25,219;0,9981996;-0,0540108;-0,0020004;0,0260052;353,8159;359,6079;3,005855
15;264,5478;R;0;1;0;1;0;0;0;0;0;0
16;284,5461;H;0;1,5;0;1;0;0;0;0;0;0
16;284,5461;L;35,11;1,256;25,219;0,9981996;-0,0540108;-0,0020004;0,0260052;353,8159;359,6079;3,005855
16;284,5461;R;0;1;0;1;0;0;0;0;0;0
17;304,7058;H;0;1,5;0;1;0;0;0;0;0;0
17;304,7058;L;35,11;1,256;25,219;0,9981996;-0,0540108;-0,0020004;0,0260052;353,8159;359,6079;3,005855
17;304,7058;R;0;1;0;1;0;0;0;0;0;0
18;325,9289;H;0;1,5;0;1;0;0;0;0;0;0
18;325,9289;L;35,11;1,256;25,219;0,9981996;-0,0540108;-0,0020004;0,0260052;353,8159;359,6079;3,005855
18;325,9289;R;0;1;0;1;0;0;0;0;0;0
19;344,697;H;0;1,5;0;1;0;0;0;0;0;0
19;344,697;L;35,11;1,256;25,219;0,9981996;-0,0540108;-0,0020004;0,0260052;353,8159;359,6079;3,005855
19;344,697;R;0;1;0;1;0;0;0;0;0;0
20;364,5829;H;0;1,5;0;1;0;0;0;0;0;0
20;364,5829;L;35,11;1,256;25,219;0,9981996;-0,0540108;-0,0020004;0,0260052;353,8159;359,6079;3,005855
20;364,5829;R;0;1;0;1;0;0;0;0;0;0
21;383,5295;H;0;1,5;0;1;0;0;0;0;0;0
21;383,5295;L;35,11;1,256;25,219;0,9981996;-0,0540108;-0,0020004;0,0260052;353,8159;359,6079;3,005855
21;383,5295;R;0;1;0;1;0;0;0;0;0;0
22;404,288;H;0;1,5;0;1;0;0;0;0;0;0
22;404,288;L;35,11;1,256;25,219;0,9981996;-0,0540108;-0,0020004;0,0260052;353,8159;359,6079;3,005855
22;404,288;R;0;1;0;1;0;0;0;0;0;0
