Sample;Time;Device;X;Y;Z;qX;qY;qZ;qW;x;y;z
0;10,9532; Device
1;18,4671; 18/02/2022 10:12:47
2;18,4671;H;0;1,5;0;1;0;0;0;0;0;0
2;18,4671;L;0;1;0;1;0;0;0;0;0;0
2;18,4671;R;0;1;0;1;0;0;0;0;0;0
3;39,3042;H;0;1,5;0;1;0;0;0;0;0;0
3;39,3042;L;0;1;0;1;0;0;0;0;0;0
3;39,3042;R;0;1;0;1;0;0;0;0;0;0
4;59,2467;H;0;1,5;0;1;0;0;0;0;0;0
4;59,2467;L;34,999;0,786;25,186;0,8688628;0,3629427;0,3149503;-0,1189812;44,88136;40,57993;1,767993
4;59,2467;R;0;1;0;1;0;0;0;0;0;0
5;77,816;H;0;1,5;0;1;0;0;0;0;0;0
5;77,816;L;34,999;0,786;25,186;0,8688628;0,3629427;0,3149503;-0,1189812;44,88136;40,57993;1,767993
5;77,816;R;0;1;0;1;0;0;0;0;0;0
6;98,9107;H;0;1,5;0;1;0;0;0;0;0;0
6;98,9107;L;34,999;0,786;25,186;0,8688628;0,3629427;0,3149503;-0,1189812;44,88136;40,57993;1,767993
6;98,9107;R;0;1;0;1;0;0;0;0;0;0
7;117,9801;H;0;1,5;0;1;0;0;0;0;0;0
7;117,9801;L;34,999;0,786;25,186;0,8688628;0,3629427;0,3149503;-0,1189812;44,88136;40,57993;1,767993
7;117,9801;R;0;1;0;1;0;0;0;0;0;0
8;137,2462;H;0;1,5;0;1;0;0;0;0;0;0
8;137,2462;L;34,999;0,786;25,186;0,8688628;0,3629427;0,3149503;-0,1189812;44,88136;40,57993;1,767993
8;137,2462;R;0;1;0;1;0;0;0;0;0;0
9;159,1607;H;0;1,5;0;1;0;0;0;0;0;0
9;159,1607;L;34,999;0,786;25,186;0,8688628;0,3629427;0,3149503;-0,1189812;44,88136;40,57993;1,767993
9;159,1607;R;0;1;0;1;0;0;0;0;0;0
10;178,5378;H;0;1,5;0;1;0;0;0;0;0;0
10;178,5378;L;34,999;0,786;25,186;0,8688628;0,3629427;0,3149503;-0,1189812;44,88136;40,57993;1,767993
10;178,5378;R;0;1;0;1;0;0;0;0;0;0
11;197,8627;H;0;1,5;0;1;0;0;0;0;0;0
11;197,8627;L;34,999;0,786;25,186;0,8688628;0,3629427;0,3149503;-0,1189812;44,88136;40,57993;1,767993
11;197,8627;R;0;1;0;1;0;0;0;0;0;0
12;217,7555;H;0;1,5;0;1;0;0;0;0;0;0
12;217,7555;L;34,999;0,786;25,186;0,8688628;0,3629427;0,3149503;-0,1189812;44,88136;40,57993;1,767993
12;217,7555;R;0;1;0;1;0;0;0;0;0;0
13;239,3805;H;0;1,5;0;1;0;0;0;0;0;0
13;239,3805;L;34,999;0,786;25,186;0,8688628;0,3629427;0,3149503;-0,1189812;44,88136;40,57993;1,767993
13;239,3805;R;0;1;0;1;0;0;0;0;0;0
14;258,4288;H;0;1,5;0;1;0;0;0;0;0;0
14;258,4288;L;34,999;0,786;25,186;0,8688628;0,3629427;0,3149503;-0,1189812;44,88136;40,57993;1,767993
14;258,4288;R;0;1;0;1;0;0;0;0;0;0
15;278,9044;H;0;1,5;0;1;0;0;0;0;0;0
15;278,9044;L;34,999;0,786;25,186;0,8688628;0,3629427;0,3149503;-0,1189812;44,88136;40,57993;1,767993
15;278,9044;R;0;1;0;1;0;0;0;0;0;0
16;297,9563;H;0;1,5;0;1;0;0;0;0;0;0
16;297,9563;L;34,999;0,786;25,186;0,8688628;0,3629427;0,3149503;-0,1189812;44,88136;40,57993;1,767993
16;297,9563;R;0;1;0;1;0;0;0;0;0;0
17;318,7737;H;0;1,5;0;1;0;0;0;0;0;0
