Sample;Time;Device;X;Y;Z;qX;qY;qZ;qW;x;y;z
0;0; Device
1;10,5966; 03/12/2021 11:35:07
2;10,5966;H;0;1,5;0;1;0;0;0;0;0;0
2;10,5966;L;0;1;0;1;0;0;0;0;0;0
2;10,5966;R;0;1;0;1;0;0;0;0;0;0
3;29,1924;H;0;1,5;0;1;0;0;0;0;0;0
3;29,1924;L;0;1;0;1;0;0;0;0;0;0
3;29,1924;R;0;1;0;1;0;0;0;0;0;0
4;47,5638;H;0;1,5;0;1;0;0;0;0;0;0
4;47,5638;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
4;47,5638;R;0;1;0;1;0;0;0;0;0;0
5;69,1054;H;0;1,5;0;1;0;0;0;0;0;0
5;69,1054;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
5;69,1054;R;0;1;0;1;0;0;0;0;0;0
6;87,6998;H;0;1,5;0;1;0;0;0;0;0;0
6;87,6998;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
6;87,6998;R;0;1;0;1;0;0;0;0;0;0
7;107,9087;H;0;1,5;0;1;0;0;0;0;0;0
7;107,9087;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
7;107,9087;R;0;1;0;1;0;0;0;0;0;0
8;128,9902;H;0;1,5;0;1;0;0;0;0;0;0
8;128,9902;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
8;128,9902;R;0;1;0;1;0;0;0;0;0;0
9;147,1296;H;0;1,5;0;1;0;0;0;0;0;0
9;147,1296;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
9;147,1296;R;0;1;0;1;0;0;0;0;0;0
10;167,5224;H;0;1,5;0;1;0;0;0;0;0;0
10;167,5224;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
10;167,5224;R;0;1;0;1;0;0;0;0;0;0
11;187,5086;H;0;1,5;0;1;0;0;0;0;0;0
11;187,5086;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
11;187,5086;R;0;1;0;1;0;0;0;0;0;0
12;208,7773;H;0;1,5;0;1;0;0;0;0;0;0
12;208,7773;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
12;208,7773;R;0;1;0;1;0;0;0;0;0;0
13;229,217;H;0;1,5;0;1;0;0;0;0;0;0
13;229,217;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
13;229,217;R;0;1;0;1;0;0;0;0;0;0
14;248,0297;H;0;1,5;0;1;0;0;0;0;0;0
14;248,0297;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
14;248,0297;R;0;1;0;1;0;0;0;0;0;0
15;267,4115;H;0;1,5;0;1;0;0;0;0;0;0
15;267,4115;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
15;267,4115;R;0;1;0;1;0;0;0;0;0;0
16;288,8311;H;0;1,5;0;1;0;0;0;0;0;0
16;288,8311;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
16;288,8311;R;0;1;0;1;0;0;0;0;0;0
17;307,5767;H;0;1,5;0;1;0;0;0;0;0;0
17;307,5767;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
17;307,5767;R;0;1;0;1;0;0;0;0;0;0
18;328,8733;H;0;1,5;0;1;0;0;0;0;0;0
18;328,8733;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
18;328,8733;R;0;1;0;1;0;0;0;0;0;0
19;347,4986;H;0;1,5;0;1;0;0;0;0;0;0
19;347,4986;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
19;347,4986;R;0;1;0;1;0;0;0;0;0;0
20;367,6868;H;0;1,5;0;1;0;0;0;0;0;0
20;367,6868;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
20;367,6868;R;0;1;0;1;0;0;0;0;0;0
21;387,5906;H;0;1,5;0;1;0;0;0;0;0;0
21;387,5906;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
21;387,5906;R;0;1;0;1;0;0;0;0;0;0
22;408,1942;H;0;1,5;0;1;0;0;0;0;0;0
22;408,1942;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
22;408,1942;R;0;1;0;1;0;0;0;0;0;0
23;429,122;H;0;1,5;0;1;0;0;0;0;0;0
23;429,122;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
23;429,122;R;0;1;0;1;0;0;0;0;0;0
24;447,4375;H;0;1,5;0;1;0;0;0;0;0;0
24;447,4375;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
24;447,4375;R;0;1;0;1;0;0;0;0;0;0
25;467,3896;H;0;1,5;0;1;0;0;0;0;0;0
25;467,3896;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
25;467,3896;R;0;1;0;1;0;0;0;0;0;0
26;487,5917;H;0;1,5;0;1;0;0;0;0;0;0
26;487,5917;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
26;487,5917;R;0;1;0;1;0;0;0;0;0;0
27;507,4448;H;0;1,5;0;1;0;0;0;0;0;0
27;507,4448;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
27;507,4448;R;0;1;0;1;0;0;0;0;0;0
28;528,0049;H;0;1,5;0;1;0;0;0;0;0;0
28;528,0049;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
28;528,0049;R;0;1;0;1;0;0;0;0;0;0
29;548,2588;H;0;1,5;0;1;0;0;0;0;0;0
29;548,2588;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
29;548,2588;R;35,523;0,76;24,976;0,8588579;0,3249462;-0,1889687;0,3479424;43,60366;352,1845;40,97758
30;567,4295;H;35,295;1,596;24,919;0,02100991;-0,04402076;-0,02601227;0,9984709;2,871448;354,8875;177,4609
30;567,4295;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
30;567,4295;R;35,523;0,76;24,976;0,8588579;0,3249462;-0,1889687;0,3479424;43,60366;352,1845;40,97758
31;589,146;H;35,295;1,596;24,919;0,02100991;-0,04402076;-0,02601227;0,9984709;2,871448;354,8875;177,4609
31;589,146;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
31;589,146;R;35,523;0,76;24,976;0,8588579;0,3249462;-0,1889687;0,3479424;43,60366;352,1845;40,97758
32;608,8477;H;35,295;1,596;24,919;0,02100991;-0,04402076;-0,02601227;0,9984709;2,871448;354,8875;177,4609
32;608,8477;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
32;608,8477;R;35,523;0,76;24,976;0,8588579;0,3249462;-0,1889687;0,3479424;43,60366;352,1845;40,97758
33;628,9834;H;35,295;1,596;24,919;0,02100991;-0,04402076;-0,02601227;0,9984709;2,871448;354,8875;177,4609
33;628,9834;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
33;628,9834;R;35,523;0,76;24,976;0,8588579;0,3249462;-0,1889687;0,3479424;43,60366;352,1845;40,97758
34;649,0708;H;35,295;1,596;24,919;0,02100991;-0,04402076;-0,02601227;0,9984709;2,871448;354,8875;177,4609
34;649,0708;L;35,066;0,774;25,031;0,8177474;0,1669484;0,3288984;-0,4418635;34,31204;28,20452;312,101
34;649,0708;R;35,523;0,76;24,976;0,8588579;0,3249462;-0,1889687;0,3479424;43,60366;352,1845;40,97758
35;667,6879;H;35,295;1,596;24,919;0,02100991;-0,04402076;-0,02601227;0,9984709;2,871448;354,8875;177,4609
35;667,6879;L;35,067;0,774;25,034;0,8191139;0,1640228;0,3280456;-0,4410613;33,92334;28,24777;312,1757
35;667,6879;R;35,523;0,76;24,976;0,8588579;0,3249462;-0,1889687;0,3479424;43,60366;352,1845;40,97758
36;688,8973;H;35,295;1,596;24,919;0,02100991;-0,04402076;-0,02601227;0,9984709;2,871448;354,8875;177,4609
36;688,8973;L;35,067;0,774;25,034;0,8191139;0,1640228;0,3280456;-0,4410613;33,92334;28,24777;312,1757
36;688,8973;R;35,523;0,759;24,976;0,8582141;0,3280819;-0,1880469;0,3470866;43,92102;352,4193;40,9792
37;708,9127;H;35,295;1,596;24,92;0,02201028;-0,0430201;-0,02701262;0,9984664;2,983514;354,9966;177,344
37;708,9127;L;35,067;0,774;25,034;0,8191139;0,1640228;0,3280456;-0,4410613;33,92334;28,24777;312,1757
37;708,9127;R;35,523;0,759;24,976;0,8582141;0,3280819;-0,1880469;0,3470866;43,92102;352,4193;40,9792
38;728,8856;H;35,295;1,596;24,92;0,02201028;-0,0430201;-0,02701262;0,9984664;2,983514;354,9966;177,344
38;728,8856;L;35,067;0,774;25,034;0,8191139;0,1640228;0,3280456;-0,4410613;33,92334;28,24777;312,1757
38;728,8856;R;35,523;0,759;24,976;0,8582141;0,3280819;-0,1880469;0,3470866;43,92102;352,4193;40,9792
39;748,9517;H;35,295;1,596;24,92;0,02201028;-0,0430201;-0,02701262;0,9984664;2,983514;354,9966;177,344
39;748,9517;L;35,067;0,774;25,034;0,8191139;0,1640228;0,3280456;-0,4410613;33,92334;28,24777;312,1757
39;748,9517;R;35,523;0,759;24,976;0,8582141;0,3280819;-0,1880469;0,3470866;43,92102;352,4193;40,9792
40;767,6521;H;35,295;1,596;24,92;0,02201028;-0,0430201;-0,02701262;0,9984664;2,983514;354,9966;177,344
40;767,6521;L;35,069;0,775;25,036;0,8200705;0,1620139;0,3280282;-0,4400378;33,67046;28,36827;312,312
40;767,6521;R;35,523;0,759;24,976;0,8582141;0,3280819;-0,1880469;0,3470866;43,92102;352,4193;40,9792
41;787,3997;H;35,295;1,596;24,92;0,02201028;-0,0430201;-0,02701262;0,9984664;2,983514;354,9966;177,344
41;787,3997;L;35,069;0,775;25,036;0,8200705;0,1620139;0,3280282;-0,4400378;33,67046;28,36827;312,312
41;787,3997;R;35,522;0,758;24,975;0,8583773;0,3301452;-0,1890831;0,3441513;44,18079;352,1966;40,52371
42;807,9958;H;35,296;1,597;24,921;0,02198925;-0,04197948;-0,02698681;0,9985119;2,983427;355,1161;177,3496
42;807,9958;L;35,069;0,775;25,036;0,8200705;0,1620139;0,3280282;-0,4400378;33,67046;28,36827;312,312
42;807,9958;R;35,522;0,758;24,975;0,8583773;0,3301452;-0,1890831;0,3441513;44,18079;352,1966;40,52371
43;828,8029;H;35,296;1,597;24,921;0,02198925;-0,04197948;-0,02698681;0,9985119;2,983427;355,1161;177,3496
43;828,8029;L;35,069;0,775;25,036;0,8200705;0,1620139;0,3280282;-0,4400378;33,67046;28,36827;312,312
43;828,8029;R;35,522;0,758;24,975;0,8583773;0,3301452;-0,1890831;0,3441513;44,18079;352,1966;40,52371
44;848,1385;H;35,296;1,597;24,921;0,02198925;-0,04197948;-0,02698681;0,9985119;2,983427;355,1161;177,3496
44;848,1385;L;35,069;0,775;25,036;0,8200705;0,1620139;0,3280282;-0,4400378;33,67046;28,36827;312,312
44;848,1385;R;35,522;0,758;24,975;0,8583773;0,3301452;-0,1890831;0,3441513;44,18079;352,1966;40,52371
45;868,9384;H;35,296;1,597;24,921;0,02198925;-0,04197948;-0,02698681;0,9985119;2,983427;355,1161;177,3496
45;868,9384;L;35,069;0,775;25,036;0,8200705;0,1620139;0,3280282;-0,4400378;33,67046;28,36827;312,312
45;868,9384;R;35,522;0,758;24,975;0,8583773;0,3301452;-0,1890831;0,3441513;44,18079;352,1966;40,52371
46;888,841;H;35,296;1,597;24,921;0,02198925;-0,04197948;-0,02698681;0,9985119;2,983427;355,1161;177,3496
46;888,841;L;35,068;0,774;25,037;0,8188449;0,163969;0,3289377;-0,4409165;33,95892;28,36888;312,2245
46;888,841;R;35,522;0,758;24,975;0,8583773;0,3301452;-0,1890831;0,3441513;44,18079;352,1966;40,52371
47;908,2118;H;35,296;1,597;24,921;0,02198925;-0,04197948;-0,02698681;0,9985119;2,983427;355,1161;177,3496
47;908,2118;L;35,068;0,774;25,037;0,8188449;0,163969;0,3289377;-0,4409165;33,95892;28,36888;312,2245
47;908,2118;R;35,521;0,757;24,975;0,8582257;0,3310871;-0,19005;0,3430902;44,32309;352,0437;40,33475
48;927,0614;H;35,297;1,596;24,922;0,02401213;-0,04102072;-0,02701364;0,9985043;2,979377;355,2201;177,1204
48;927,0614;L;35,068;0,774;25,037;0,8188449;0,163969;0,3289377;-0,4409165;33,95892;28,36888;312,2245
48;927,0614;R;35,521;0,757;24,975;0,8582257;0,3310871;-0,19005;0,3430902;44,32309;352,0437;40,33475
49;949,0935;H;35,297;1,596;24,922;0,02401213;-0,04102072;-0,02701364;0,9985043;2,979377;355,2201;177,1204
49;949,0935;L;35,068;0,774;25,037;0,8188449;0,163969;0,3289377;-0,4409165;33,95892;28,36888;312,2245
49;949,0935;R;35,521;0,757;24,975;0,8582257;0,3310871;-0,19005;0,3430902;44,32309;352,0437;40,33475
50;967,7151;H;35,297;1,596;24,922;0,02401213;-0,04102072;-0,02701364;0,9985043;2,979377;355,2201;177,1204
50;967,7151;L;35,068;0,774;25,037;0,8188449;0,163969;0,3289377;-0,4409165;33,95892;28,36888;312,2245
50;967,7151;R;35,521;0,757;24,975;0,8582257;0,3310871;-0,19005;0,3430902;44,32309;352,0437;40,33475
51;989,2333;H;35,297;1,596;24,922;0,02401213;-0,04102072;-0,02701364;0,9985043;2,979377;355,2201;177,1204
51;989,2333;L;35,067;0,774;25,038;0,8192474;0,1650499;0,3270988;-0,4411333;33,98817;28,08361;312,1404
51;989,2333;R;35,521;0,757;24,975;0,8582257;0,3310871;-0,19005;0,3430902;44,32309;352,0437;40,33475
52;1009,1032;H;35,297;1,596;24,922;0,02401213;-0,04102072;-0,02701364;0,9985043;2,979377;355,2201;177,1204
52;1009,1032;L;35,067;0,774;25,038;0,8192474;0,1650499;0,3270988;-0,4411333;33,98817;28,08361;312,1404
52;1009,1032;R;35,522;0,757;24,976;0,8589836;0,3319937;-0,1869964;0,3419935;44,28737;352,4405;40,33864
53;1029,0377;H;35,297;1,596;24,922;0,02901119;-0,04001543;-0,0280108;0,998385;3,073062;355,3169;176,5454
53;1029,0377;L;35,067;0,774;25,038;0,8192474;0,1650499;0,3270988;-0,4411333;33,98817;28,08361;312,1404
53;1029,0377;R;35,522;0,757;24,976;0,8589836;0,3319937;-0,1869964;0,3419935;44,28737;352,4405;40,33864
54;1047,6228;H;35,297;1,596;24,922;0,02901119;-0,04001543;-0,0280108;0,998385;3,073062;355,3169;176,5454
54;1047,6228;L;35,067;0,774;25,038;0,8192474;0,1650499;0,3270988;-0,4411333;33,98817;28,08361;312,1404
54;1047,6228;R;35,522;0,757;24,976;0,8589836;0,3319937;-0,1869964;0,3419935;44,28737;352,4405;40,33864
55;1067,8089;H;35,297;1,596;24,922;0,02901119;-0,04001543;-0,0280108;0,998385;3,073062;355,3169;176,5454
55;1067,8089;L;35,067;0,774;25,038;0,8192474;0,1650499;0,3270988;-0,4411333;33,98817;28,08361;312,1404
55;1067,8089;R;35,522;0,757;24,976;0,8589836;0,3319937;-0,1869964;0,3419935;44,28737;352,4405;40,33864
