Sample;Time;Device;X;Y;Z;qX;qY;qZ;qW;x;y;z
0;0; Device
1;10,9077; 21/12/2021 17:14:20
2;10,9077;H;0;1,5;0;1;0;0;0;0;0;0
2;10,9077;L;0;1;0;1;0;0;0;0;0;0
2;10,9077;R;0;1;0;1;0;0;0;0;0;0
3;19,5287;H;0;1,5;0;1;0;0;0;0;0;0
3;19,5287;L;0;1;0;1;0;0;0;0;0;0
3;19,5287;R;0;1;0;1;0;0;0;0;0;0
4;37,1083;H;0;1,5;0;1;0;0;0;0;0;0
4;37,1083;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
4;37,1083;R;0;1;0;1;0;0;0;0;0;0
5;58,217;H;0;1,5;0;1;0;0;0;0;0;0
5;58,217;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
5;58,217;R;0;1;0;1;0;0;0;0;0;0
6;79,8718;H;0;1,5;0;1;0;0;0;0;0;0
6;79,8718;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
6;79,8718;R;0;1;0;1;0;0;0;0;0;0
7;99,1303;H;0;1,5;0;1;0;0;0;0;0;0
7;99,1303;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
7;99,1303;R;0;1;0;1;0;0;0;0;0;0
8;118,6741;H;0;1,5;0;1;0;0;0;0;0;0
8;118,6741;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
8;118,6741;R;0;1;0;1;0;0;0;0;0;0
9;138,6506;H;0;1,5;0;1;0;0;0;0;0;0
9;138,6506;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
9;138,6506;R;0;1;0;1;0;0;0;0;0;0
10;158,6067;H;0;1,5;0;1;0;0;0;0;0;0
10;158,6067;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
10;158,6067;R;0;1;0;1;0;0;0;0;0;0
11;179,1659;H;0;1,5;0;1;0;0;0;0;0;0
11;179,1659;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
11;179,1659;R;0;1;0;1;0;0;0;0;0;0
12;199,1434;H;0;1,5;0;1;0;0;0;0;0;0
12;199,1434;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
12;199,1434;R;0;1;0;1;0;0;0;0;0;0
13;218,7474;H;0;1,5;0;1;0;0;0;0;0;0
13;218,7474;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
13;218,7474;R;0;1;0;1;0;0;0;0;0;0
14;238,4284;H;0;1,5;0;1;0;0;0;0;0;0
14;238,4284;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
14;238,4284;R;0;1;0;1;0;0;0;0;0;0
15;259,569;H;0;1,5;0;1;0;0;0;0;0;0
15;259,569;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
15;259,569;R;0;1;0;1;0;0;0;0;0;0
16;279,9163;H;0;1,5;0;1;0;0;0;0;0;0
16;279,9163;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
16;279,9163;R;0;1;0;1;0;0;0;0;0;0
17;299,3143;H;0;1,5;0;1;0;0;0;0;0;0
17;299,3143;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
17;299,3143;R;0;1;0;1;0;0;0;0;0;0
18;319,4627;H;0;1,5;0;1;0;0;0;0;0;0
18;319,4627;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
18;319,4627;R;0;1;0;1;0;0;0;0;0;0
19;338,5394;H;0;1,5;0;1;0;0;0;0;0;0
19;338,5394;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
19;338,5394;R;0;1;0;1;0;0;0;0;0;0
20;359,6424;H;0;1,5;0;1;0;0;0;0;0;0
20;359,6424;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
20;359,6424;R;0;1;0;1;0;0;0;0;0;0
21;379,1003;H;0;1,5;0;1;0;0;0;0;0;0
21;379,1003;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
21;379,1003;R;0;1;0;1;0;0;0;0;0;0
22;399,3265;H;0;1,5;0;1;0;0;0;0;0;0
22;399,3265;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
22;399,3265;R;0;1;0;1;0;0;0;0;0;0
23;418,942;H;0;1,5;0;1;0;0;0;0;0;0
23;418,942;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
23;418,942;R;0;1;0;1;0;0;0;0;0;0
24;439,7361;H;0;1,5;0;1;0;0;0;0;0;0
24;439,7361;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
24;439,7361;R;0;1;0;1;0;0;0;0;0;0
25;459,3469;H;0;1,5;0;1;0;0;0;0;0;0
25;459,3469;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
25;459,3469;R;0;1;0;1;0;0;0;0;0;0
26;478,4945;H;0;1,5;0;1;0;0;0;0;0;0
26;478,4945;L;34,85;0,76;24,927;0,855009;0,2760029;0,3270034;-0,2930031;41,57471;32,09166;334,6297
26;478,4945;R;0;1;0;1;0;0;0;0;0;0
