Sample;Time;Device;X;Y;Z;qX;qY;qZ;qW;x;y;z
0;0; Device
1;11,4101; 04/10/2021 09:58:25 a, m,
2;12,9737;H;0;1,5;0;1;0;0;0;0;0;0
2;12,9737;L;0;1;0;1;0;0;0;0;0;0
2;12,9737;R;0;1;0;1;0;0;0;0;0;0
3;27,9287;H;0;1,5;0;1;0;0;0;0;0;0
3;27,9287;L;0;1;0;1;0;0;0;0;0;0
3;27,9287;R;0;1;0;1;0;0;0;0;0;0
4;47,6882;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
4;47,6882;L;0;1;0;1;0;0;0;0;0;0
4;47,6882;R;0;1;0;1;0;0;0;0;0;0
5;67,8636;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
5;67,8636;L;0;1;0;1;0;0;0;0;0;0
5;67,8636;R;0;1;0;1;0;0;0;0;0;0
6;87,8501;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
6;87,8501;L;0;1;0;1;0;0;0;0;0;0
6;87,8501;R;0;1;0;1;0;0;0;0;0;0
7;107,7624;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
7;107,7624;L;0;1;0;1;0;0;0;0;0;0
7;107,7624;R;0;1;0;1;0;0;0;0;0;0
8;128,0901;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
8;128,0901;L;0;1;0;1;0;0;0;0;0;0
8;128,0901;R;0;1;0;1;0;0;0;0;0;0
9;148,548;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
9;148,548;L;0;1;0;1;0;0;0;0;0;0
9;148,548;R;0;1;0;1;0;0;0;0;0;0
10;167,4353;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
10;167,4353;L;0;1;0;1;0;0;0;0;0;0
10;167,4353;R;0;1;0;1;0;0;0;0;0;0
11;187,5671;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
11;187,5671;L;0;1;0;1;0;0;0;0;0;0
11;187,5671;R;0;1;0;1;0;0;0;0;0;0
12;208,4683;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
12;208,4683;L;0;1;0;1;0;0;0;0;0;0
12;208,4683;R;0;1;0;1;0;0;0;0;0;0
13;227,7909;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
13;227,7909;L;0;1;0;1;0;0;0;0;0;0
13;227,7909;R;0;1;0;1;0;0;0;0;0;0
14;247,229;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
14;247,229;L;0;1;0;1;0;0;0;0;0;0
14;247,229;R;0;1;0;1;0;0;0;0;0;0
15;268,3134;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
15;268,3134;L;0;1;0;1;0;0;0;0;0;0
15;268,3134;R;0;1;0;1;0;0;0;0;0;0
16;287,7345;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
16;287,7345;L;0;1;0;1;0;0;0;0;0;0
16;287,7345;R;0;1;0;1;0;0;0;0;0;0
17;308,3742;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
17;308,3742;L;0;1;0;1;0;0;0;0;0;0
17;308,3742;R;0;1;0;1;0;0;0;0;0;0
18;329,206;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
18;329,206;L;0;1;0;1;0;0;0;0;0;0
18;329,206;R;0;1;0;1;0;0;0;0;0;0
19;348,4999;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
19;348,4999;L;0;1;0;1;0;0;0;0;0;0
19;348,4999;R;0;1;0;1;0;0;0;0;0;0
20;369,1977;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
20;369,1977;L;0;1;0;1;0;0;0;0;0;0
20;369,1977;R;0;1;0;1;0;0;0;0;0;0
21;388,5225;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
21;388,5225;L;0;1;0;1;0;0;0;0;0;0
21;388,5225;R;0;1;0;1;0;0;0;0;0;0
22;408,4228;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
22;408,4228;L;0;1;0;1;0;0;0;0;0;0
22;408,4228;R;0;1;0;1;0;0;0;0;0;0
23;429,3593;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
23;429,3593;L;0;1;0;1;0;0;0;0;0;0
23;429,3593;R;0;1;0;1;0;0;0;0;0;0
24;448,9036;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
24;448,9036;L;0;1;0;1;0;0;0;0;0;0
24;448,9036;R;0;1;0;1;0;0;0;0;0;0
25;468,5976;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
25;468,5976;L;0;1;0;1;0;0;0;0;0;0
25;468,5976;R;0;1;0;1;0;0;0;0;0;0
26;488,3572;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
26;488,3572;L;0;1;0;1;0;0;0;0;0;0
26;488,3572;R;0;1;0;1;0;0;0;0;0;0
27;509,3147;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
27;509,3147;L;0;1;0;1;0;0;0;0;0;0
27;509,3147;R;0;1;0;1;0;0;0;0;0;0
28;528,1646;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
28;528,1646;L;0;1;0;1;0;0;0;0;0;0
28;528,1646;R;0;1;0;1;0;0;0;0;0;0
29;547,7119;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
29;547,7119;L;0;1;0;1;0;0;0;0;0;0
29;547,7119;R;0;1;0;1;0;0;0;0;0;0
30;567,7812;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
30;567,7812;L;0;1;0;1;0;0;0;0;0;0
30;567,7812;R;0;1;0;1;0;0;0;0;0;0
31;587,5889;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
31;587,5889;L;0;1;0;1;0;0;0;0;0;0
31;587,5889;R;0;1;0;1;0;0;0;0;0;0
32;609,1087;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
32;609,1087;L;0;1;0;1;0;0;0;0;0;0
32;609,1087;R;0;1;0;1;0;0;0;0;0;0
33;627,8877;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
33;627,8877;L;0;1;0;1;0;0;0;0;0;0
33;627,8877;R;0;1;0;1;0;0;0;0;0;0
34;648,3178;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
34;648,3178;L;0;1;0;1;0;0;0;0;0;0
34;648,3178;R;0;1;0;1;0;0;0;0;0;0
35;668,0936;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
35;668,0936;L;0;1;0;1;0;0;0;0;0;0
35;668,0936;R;0;1;0;1;0;0;0;0;0;0
36;687,9452;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
36;687,9452;L;0;1;0;1;0;0;0;0;0;0
36;687,9452;R;0;1;0;1;0;0;0;0;0;0
37;708,7882;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
37;708,7882;L;0;1;0;1;0;0;0;0;0;0
37;708,7882;R;0;1;0;1;0;0;0;0;0;0
38;728,7336;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
38;728,7336;L;0;1;0;1;0;0;0;0;0;0
38;728,7336;R;0;1;0;1;0;0;0;0;0;0
39;747,7035;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
39;747,7035;L;0;1;0;1;0;0;0;0;0;0
39;747,7035;R;0;1;0;1;0;0;0;0;0;0
40;768,4772;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
40;768,4772;L;0;1;0;1;0;0;0;0;0;0
40;768,4772;R;0;1;0;1;0;0;0;0;0;0
41;787,4971;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
41;787,4971;L;0;1;0;1;0;0;0;0;0;0
41;787,4971;R;0;1;0;1;0;0;0;0;0;0
42;807,5258;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
42;807,5258;L;0;1;0;1;0;0;0;0;0;0
42;807,5258;R;0;1;0;1;0;0;0;0;0;0
43;828,3384;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
43;828,3384;L;0;1;0;1;0;0;0;0;0;0
43;828,3384;R;0;1;0;1;0;0;0;0;0;0
44;848,369;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
44;848,369;L;0;1;0;1;0;0;0;0;0;0
44;848,369;R;0;1;0;1;0;0;0;0;0;0
45;867,7259;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
45;867,7259;L;0;1;0;1;0;0;0;0;0;0
45;867,7259;R;0;1;0;1;0;0;0;0;0;0
46;888,7768;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
46;888,7768;L;0;1;0;1;0;0;0;0;0;0
46;888,7768;R;0;1;0;1;0;0;0;0;0;0
47;907,9449;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
47;907,9449;L;0;1;0;1;0;0;0;0;0;0
47;907,9449;R;0;1;0;1;0;0;0;0;0;0
48;928,3926;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
48;928,3926;L;0;1;0;1;0;0;0;0;0;0
48;928,3926;R;0;1;0;1;0;0;0;0;0;0
49;947,4342;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
49;947,4342;L;0;1;0;1;0;0;0;0;0;0
49;947,4342;R;0;1;0;1;0;0;0;0;0;0
50;967,6603;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
50;967,6603;L;0;1;0;1;0;0;0;0;0;0
50;967,6603;R;0;1;0;1;0;0;0;0;0;0
51;988,4894;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
51;988,4894;L;0;1;0;1;0;0;0;0;0;0
51;988,4894;R;0;1;0;1;0;0;0;0;0;0
52;1007,9111;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
52;1007,9111;L;0;1;0;1;0;0;0;0;0;0
52;1007,9111;R;0;1;0;1;0;0;0;0;0;0
53;1028,0019;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
53;1028,0019;L;0;1;0;1;0;0;0;0;0;0
53;1028,0019;R;0;1;0;1;0;0;0;0;0;0
54;1047,6791;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
54;1047,6791;L;0;1;0;1;0;0;0;0;0;0
54;1047,6791;R;0;1;0;1;0;0;0;0;0;0
55;1069,3986;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
55;1069,3986;L;0;1;0;1;0;0;0;0;0;0
55;1069,3986;R;0;1;0;1;0;0;0;0;0;0
56;1087,6342;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
56;1087,6342;L;0;1;0;1;0;0;0;0;0;0
56;1087,6342;R;0;1;0;1;0;0;0;0;0;0
57;1109,4091;H;35,021;1,583;24,843;-0,01299868;0,847914;0,03299665;0,5289463;356,7352;116,1555;177,5772
57;1109,4091;L;0;1;0;1;0;0;0;0;0;0
57;1109,4091;R;0;1;0;1;0;0;0;0;0;0
