Sample;Time;Device;X;Y;Z;qX;qY;qZ;qW;x;y;z
0;11,4464; Device
1;15,0968; 20/12/2021 10:08:25
2;15,0968;H;0;1,5;0;1;0;0;0;0;0;0
2;15,0968;L;0;1;0;1;0;0;0;0;0;0
2;15,0968;R;0;1;0;1;0;0;0;0;0;0
3;33,845;H;0;1,5;0;1;0;0;0;0;0;0
3;33,845;L;0;1;0;1;0;0;0;0;0;0
3;33,845;R;0;1;0;1;0;0;0;0;0;0
4;54,5289;H;0;1,5;0;1;0;0;0;0;0;0
4;54,5289;L;35,057;0,591;24,689;0,8429115;0,3839597;-0,3719609;-0,06099359;37,00707;302,4467;330,8925
4;54,5289;R;0;1;0;1;0;0;0;0;0;0
5;75,1279;H;0;1,5;0;1;0;0;0;0;0;0
5;75,1279;L;35,057;0,591;24,689;0,8429115;0,3839597;-0,3719609;-0,06099359;37,00707;302,4467;330,8925
5;75,1279;R;0;1;0;1;0;0;0;0;0;0
6;94,7476;H;0;1,5;0;1;0;0;0;0;0;0
6;94,7476;L;35,057;0,591;24,689;0,8429115;0,3839597;-0,3719609;-0,06099359;37,00707;302,4467;330,8925
6;94,7476;R;0;1;0;1;0;0;0;0;0;0
7;113,9524;H;0;1,5;0;1;0;0;0;0;0;0
7;113,9524;L;35,057;0,591;24,689;0,8429115;0,3839597;-0,3719609;-0,06099359;37,00707;302,4467;330,8925
7;113,9524;R;0;1;0;1;0;0;0;0;0;0
8;134,4902;H;0;1,5;0;1;0;0;0;0;0;0
8;134,4902;L;35,057;0,591;24,689;0,8429115;0,3839597;-0,3719609;-0,06099359;37,00707;302,4467;330,8925
8;134,4902;R;0;1;0;1;0;0;0;0;0;0
9;154,9684;H;0;1,5;0;1;0;0;0;0;0;0
9;154,9684;L;35,057;0,591;24,689;0,8429115;0,3839597;-0,3719609;-0,06099359;37,00707;302,4467;330,8925
9;154,9684;R;0;1;0;1;0;0;0;0;0;0
10;174,8457;H;0;1,5;0;1;0;0;0;0;0;0
10;174,8457;L;35,057;0,591;24,689;0,8429115;0,3839597;-0,3719609;-0,06099359;37,00707;302,4467;330,8925
10;174,8457;R;0;1;0;1;0;0;0;0;0;0
11;193,7132;H;0;1,5;0;1;0;0;0;0;0;0
11;193,7132;L;35,057;0,591;24,689;0,8429115;0,3839597;-0,3719609;-0,06099359;37,00707;302,4467;330,8925
11;193,7132;R;0;1;0;1;0;0;0;0;0;0
12;214,3527;H;0;1,5;0;1;0;0;0;0;0;0
12;214,3527;L;35,057;0,591;24,689;0,8429115;0,3839597;-0,3719609;-0,06099359;37,00707;302,4467;330,8925
12;214,3527;R;0;1;0;1;0;0;0;0;0;0
13;234,0584;H;0;1,5;0;1;0;0;0;0;0;0
13;234,0584;L;35,057;0,591;24,689;0,8429115;0,3839597;-0,3719609;-0,06099359;37,00707;302,4467;330,8925
13;234,0584;R;0;1;0;1;0;0;0;0;0;0
14;255,4254;H;0;1,5;0;1;0;0;0;0;0;0
14;255,4254;L;35,057;0,591;24,689;0,8429115;0,3839597;-0,3719609;-0,06099359;37,00707;302,4467;330,8925
14;255,4254;R;0;1;0;1;0;0;0;0;0;0
15;274,6514;H;0;1,5;0;1;0;0;0;0;0;0
15;275,6265;L;35,057;0,591;24,689;0,8429115;0,3839597;-0,3719609;-0,06099359;37,00707;302,4467;330,8925
15;275,6265;R;0;1;0;1;0;0;0;0;0;0
16;294,5932;H;0;1,5;0;1;0;0;0;0;0;0
16;294,5932;L;35,057;0,591;24,689;0,8429115;0,3839597;-0,3719609;-0,06099359;37,00707;302,4467;330,8925
16;294,5932;R;0;1;0;1;0;0;0;0;0;0
17;314,546;H;0;1,5;0;1;0;0;0;0;0;0
17;314,546;L;35,057;0,591;24,689;0,8429115;0,3839597;-0,3719609;-0,06099359;37,00707;302,4467;330,8925
17;314,546;R;0;1;0;1;0;0;0;0;0;0
18;334,6463;H;0;1,5;0;1;0;0;0;0;0;0
18;334,6463;L;35,057;0,591;24,689;0,8429115;0,3839597;-0,3719609;-0,06099359;37,00707;302,4467;330,8925
18;334,6463;R;0;1;0;1;0;0;0;0;0;0
19;353,8931;H;0;1,5;0;1;0;0;0;0;0;0
19;353,8931;L;35,057;0,591;24,689;0,8429115;0,3839597;-0,3719609;-0,06099359;37,00707;302,4467;330,8925
19;353,8931;R;0;1;0;1;0;0;0;0;0;0
20;374,6635;H;0;1,5;0;1;0;0;0;0;0;0
