Sample;Time;Device;X;Y;Z;qX;qY;qZ;qW;x;y;z
0;0,9932; Device
1;12,8097; 19/01/2022 10:12:22
2;12,8097;H;0;1,5;0;1;0;0;0;0;0;0
2;12,8097;L;0;1;0;1;0;0;0;0;0;0
2;12,8097;R;0;1;0;1;0;0;0;0;0;0
3;24,4285;H;0;1,5;0;1;0;0;0;0;0;0
3;24,4285;L;0;1;0;1;0;0;0;0;0;0
3;24,4285;R;0;1;0;1;0;0;0;0;0;0
4;45,5157;H;0;1,5;0;1;0;0;0;0;0;0
4;45,5157;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
4;45,5157;R;0;1;0;1;0;0;0;0;0;0
5;65,3;H;0;1,5;0;1;0;0;0;0;0;0
5;65,3;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
5;65,3;R;0;1;0;1;0;0;0;0;0;0
6;85,7201;H;0;1,5;0;1;0;0;0;0;0;0
6;85,7201;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
6;85,7201;R;0;1;0;1;0;0;0;0;0;0
7;105,2797;H;0;1,5;0;1;0;0;0;0;0;0
7;105,2797;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
7;105,2797;R;0;1;0;1;0;0;0;0;0;0
8;125,2536;H;0;1,5;0;1;0;0;0;0;0;0
8;125,2536;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
8;125,2536;R;0;1;0;1;0;0;0;0;0;0
9;144,1819;H;0;1,5;0;1;0;0;0;0;0;0
9;144,1819;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
9;144,1819;R;0;1;0;1;0;0;0;0;0;0
10;165,38;H;0;1,5;0;1;0;0;0;0;0;0
10;165,38;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
10;165,38;R;0;1;0;1;0;0;0;0;0;0
11;185,3196;H;0;1,5;0;1;0;0;0;0;0;0
11;185,3196;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
11;185,3196;R;0;1;0;1;0;0;0;0;0;0
12;205,453;H;0;1,5;0;1;0;0;0;0;0;0
12;205,453;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
12;205,453;R;0;1;0;1;0;0;0;0;0;0
13;225,3603;H;0;1,5;0;1;0;0;0;0;0;0
13;225,3603;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
13;225,3603;R;0;1;0;1;0;0;0;0;0;0
14;245,1844;H;0;1,5;0;1;0;0;0;0;0;0
14;245,1844;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
14;245,1844;R;0;1;0;1;0;0;0;0;0;0
15;265,3856;H;0;1,5;0;1;0;0;0;0;0;0
15;265,3856;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
15;265,3856;R;0;1;0;1;0;0;0;0;0;0
16;285,1425;H;0;1,5;0;1;0;0;0;0;0;0
16;285,1425;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
16;285,1425;R;0;1;0;1;0;0;0;0;0;0
17;305,544;H;0;1,5;0;1;0;0;0;0;0;0
17;305,544;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
17;305,544;R;0;1;0;1;0;0;0;0;0;0
18;325,3786;H;0;1,5;0;1;0;0;0;0;0;0
18;325,3786;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
18;325,3786;R;0;1;0;1;0;0;0;0;0;0
19;345,4797;H;0;1,5;0;1;0;0;0;0;0;0
19;345,4797;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
19;345,4797;R;0;1;0;1;0;0;0;0;0;0
20;364,2453;H;0;1,5;0;1;0;0;0;0;0;0
20;364,2453;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
20;364,2453;R;0;1;0;1;0;0;0;0;0;0
21;384,4593;H;0;1,5;0;1;0;0;0;0;0;0
21;384,4593;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
21;384,4593;R;0;1;0;1;0;0;0;0;0;0
22;406,2408;H;0;1,5;0;1;0;0;0;0;0;0
22;406,2408;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
22;406,2408;R;0;1;0;1;0;0;0;0;0;0
23;424,4224;H;0;1,5;0;1;0;0;0;0;0;0
23;424,4224;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
23;424,4224;R;0;1;0;1;0;0;0;0;0;0
24;445,1369;H;0;1,5;0;1;0;0;0;0;0;0
24;445,1369;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
24;445,1369;R;0;1;0;1;0;0;0;0;0;0
25;464,6002;H;0;1,5;0;1;0;0;0;0;0;0
25;464,6002;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
25;464,6002;R;0;1;0;1;0;0;0;0;0;0
26;485,2114;H;0;1,5;0;1;0;0;0;0;0;0
26;485,2114;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
26;485,2114;R;0;1;0;1;0;0;0;0;0;0
27;505,4671;H;0;1,5;0;1;0;0;0;0;0;0
27;505,4671;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
27;505,4671;R;0;1;0;1;0;0;0;0;0;0
28;525,5276;H;0;1,5;0;1;0;0;0;0;0;0
28;525,5276;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
28;525,5276;R;0;1;0;1;0;0;0;0;0;0
29;545,214;H;0;1,5;0;1;0;0;0;0;0;0
29;545,214;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
29;545,214;R;0;1;0;1;0;0;0;0;0;0
30;565,1535;H;0;1,5;0;1;0;0;0;0;0;0
30;565,1535;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
30;565,1535;R;0;1;0;1;0;0;0;0;0;0
31;585,2116;H;0;1,5;0;1;0;0;0;0;0;0
31;585,2116;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
31;585,2116;R;0;1;0;1;0;0;0;0;0;0
32;605,5908;H;0;1,5;0;1;0;0;0;0;0;0
32;605,5908;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
32;605,5908;R;0;1;0;1;0;0;0;0;0;0
33;624,2975;H;0;1,5;0;1;0;0;0;0;0;0
33;624,2975;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
33;624,2975;R;0;1;0;1;0;0;0;0;0;0
34;644,3326;H;0;1,5;0;1;0;0;0;0;0;0
34;644,3326;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
34;644,3326;R;35,014;1,003;24,977;0,9856147;-0,08096835;0,0109957;-0,1479422;351,0047;2,648038;342,7188
35;665,4576;H;35,134;1,461;24,764;-0,008004055;0,0290147;0,009004561;0,9995064;358,942;3,317358;180,887
35;665,4576;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
35;665,4576;R;35,014;1,003;24,977;0,9856147;-0,08096835;0,0109957;-0,1479422;351,0047;2,648038;342,7188
36;685,4156;H;35,134;1,461;24,764;-0,008004055;0,0290147;0,009004561;0,9995064;358,942;3,317358;180,887
36;685,4156;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
36;685,4156;R;35,014;1,003;24,977;0,9856147;-0,08096835;0,0109957;-0,1479422;351,0047;2,648038;342,7188
37;705,3249;H;35,134;1,461;24,764;-0,008004055;0,0290147;0,009004561;0,9995064;358,942;3,317358;180,887
37;705,3249;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
37;705,3249;R;35,014;1,003;24,977;0,9856147;-0,08096835;0,0109957;-0,1479422;351,0047;2,648038;342,7188
38;724,8437;H;35,134;1,461;24,764;-0,008004055;0,0290147;0,009004561;0,9995064;358,942;3,317358;180,887
38;724,8437;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
38;724,8437;R;35,014;1,003;24,977;0,9856147;-0,08096835;0,0109957;-0,1479422;351,0047;2,648038;342,7188
39;745,1394;H;35,134;1,461;24,764;-0,008004055;0,0290147;0,009004561;0,9995064;358,942;3,317358;180,887
39;745,1394;L;35,179;0,988;24,959;0,9946107;-0,05297926;0,08196792;-0,03498631;354,2809;9,647939;355,4877
39;745,1394;R;35,014;1,003;24,977;0,9856147;-0,08096835;0,0109957;-0,1479422;351,0047;2,648038;342,7188
40;765,3356;H;35,134;1,461;24,764;-0,008004055;0,0290147;0,009004561;0,9995064;358,942;3,317358;180,887
40;765,3356;L;35,185;0,993;24,966;0,9955074;-0,05097478;0,07796142;-0,01699159;354,3275;9,074987;357,5938
40;765,3356;R;35,014;1,003;24,977;0,9856147;-0,08096835;0,0109957;-0,1479422;351,0047;2,648038;342,7188
41;785,1013;H;35,134;1,461;24,764;-0,008004055;0,0290147;0,009004561;0,9995064;358,942;3,317358;180,887
41;785,1013;L;35,185;0,993;24,966;0,9955074;-0,05097478;0,07796142;-0,01699159;354,3275;9,074987;357,5938
41;785,1013;R;35,016;1,007;24,98;0,9866942;-0,0809749;-0,002999071;-0,1409563;350,7559;0,98164;343,6604
