Sample;Time;Device;X;Y;Z;qX;qY;qZ;qW;x;y;z
0;0; Device
1;12,1113; 15/11/2021 19:23:20
2;12,1113;H;0;1,5;0;1;0;0;0;0;0;0
2;12,1113;L;0;1;0;1;0;0;0;0;0;0
2;12,1113;R;0;1;0;1;0;0;0;0;0;0
3;27,7667;H;0;1,5;0;1;0;0;0;0;0;0
3;27,7667;L;0;1;0;1;0;0;0;0;0;0
3;27,7667;R;0;1;0;1;0;0;0;0;0;0
4;46,8744;H;0;1,5;0;1;0;0;0;0;0;0
4;46,8744;L;35,311;0,993;25,035;0,9914725;0,109052;-0,0690329;-0,01800858;12,34266;351,7121;357,0211
4;46,8744;R;0;1;0;1;0;0;0;0;0;0
5;68,5136;H;0;1,5;0;1;0;0;0;0;0;0
5;68,5136;L;35,311;0,993;25,035;0,9914725;0,109052;-0,0690329;-0,01800858;12,34266;351,7121;357,0211
5;68,5136;R;0;1;0;1;0;0;0;0;0;0
6;87,2948;H;0;1,5;0;1;0;0;0;0;0;0
6;87,2948;L;35,311;0,993;25,035;0,9914725;0,109052;-0,0690329;-0,01800858;12,34266;351,7121;357,0211
6;87,2948;R;0;1;0;1;0;0;0;0;0;0
7;108,9815;H;0;1,5;0;1;0;0;0;0;0;0
7;108,9815;L;35,311;0,993;25,035;0,9914725;0,109052;-0,0690329;-0,01800858;12,34266;351,7121;357,0211
7;108,9815;R;0;1;0;1;0;0;0;0;0;0
8;128,0105;H;0;1,5;0;1;0;0;0;0;0;0
8;128,0105;L;35,311;0,993;25,035;0,9914725;0,109052;-0,0690329;-0,01800858;12,34266;351,7121;357,0211
8;128,0105;R;0;1;0;1;0;0;0;0;0;0
9;147,8664;H;0;1,5;0;1;0;0;0;0;0;0
9;147,8664;L;35,311;0,993;25,035;0,9914725;0,109052;-0,0690329;-0,01800858;12,34266;351,7121;357,0211
9;147,8664;R;0;1;0;1;0;0;0;0;0;0
10;167,5642;H;0;1,5;0;1;0;0;0;0;0;0
10;167,5642;L;35,311;0,993;25,035;0,9914725;0,109052;-0,0690329;-0,01800858;12,34266;351,7121;357,0211
10;167,5642;R;0;1;0;1;0;0;0;0;0;0
11;188,1857;H;0;1,5;0;1;0;0;0;0;0;0
11;188,1857;L;35,311;0,993;25,035;0,9914725;0,109052;-0,0690329;-0,01800858;12,34266;351,7121;357,0211
11;188,1857;R;0;1;0;1;0;0;0;0;0;0
12;207,7255;H;0;1,5;0;1;0;0;0;0;0;0
12;207,7255;L;35,311;0,993;25,035;0,9914725;0,109052;-0,0690329;-0,01800858;12,34266;351,7121;357,0211
12;207,7255;R;0;1;0;1;0;0;0;0;0;0
13;227,9176;H;0;1,5;0;1;0;0;0;0;0;0
13;227,9176;L;35,311;0,993;25,035;0,9914725;0,109052;-0,0690329;-0,01800858;12,34266;351,7121;357,0211
13;227,9176;R;0;1;0;1;0;0;0;0;0;0
14;247,601;H;0;1,5;0;1;0;0;0;0;0;0
14;247,601;L;35,311;0,993;25,035;0,9914725;0,109052;-0,0690329;-0,01800858;12,34266;351,7121;357,0211
